date,close,铁矿：发货量：FMG→中国（周）,铁矿：发货量：力拓→中国（周）,铁矿：发货量：巴西：淡水河谷（周）,铁矿：发货量：BHP→中国（周）,铁矿：出口数量合计：中国（月）,铁矿：出口金额合计：中国（月）,铁矿：进口数量合计：中国（月）,铁矿：进口金额合计：中国（月）,烧结用矿粉：出口数量合计：中国（月）,烧结用矿粉：出口金额合计：中国（月）,烧结用矿粉：进口数量合计：中国（月）,烧结用矿粉：进口金额合计：中国（月）,块矿：出口数量合计：中国（月）,块矿：出口金额合计：中国（月）,块矿：进口数量合计：中国（月）,块矿：进口金额合计：中国（月）,已烧结的铁矿砂及其精矿：出口数量合计：中国（月）,已烧结的铁矿砂及其精矿：出口金额合计：中国（月）,已烧结的铁矿砂及其精矿：进口数量合计：中国（月）,已烧结的铁矿砂及其精矿：进口金额合计：中国（月）,铁精粉：出口数量合计：中国（月）,铁精粉：出口金额合计：中国（月）,铁精粉：进口数量合计：中国（月）,铁精粉：进口金额合计：中国（月）,未烧结的铁矿砂及其精矿：出口数量合计：中国（月）,未烧结的铁矿砂及其精矿：出口金额合计：中国（月）,未烧结的铁矿砂及其精矿：进口数量合计：中国（月）,未烧结的铁矿砂及其精矿：进口金额合计：中国（月）,铁矿：进口数量初值：中国（月）,铁矿：进口金额初值：美元：中国（月）,铁矿：进口数量终值同比：中国（月）,铁矿：进口金额终值同比：美元：中国（月）,铁矿：进口数量终值：中国（月）,126家矿山企业（266座矿山）：铁精粉：产量：中国（周）,铁矿：采剥掘量合计：重点企业（月）,成品铁矿石：产量：重点企业（月）,铁精矿：产量：重点企业（月）,铁矿：产量：重点企业（月）,统计局：中国：工业产品：产量：原矿（月）,铁矿：进口：日均疏港量合计：45个港口（周）,铁矿：现货日均成交量合计：贸易商：中国主要港口（周）,烧结用矿粉：国产：库存：64家钢厂（周）,烧结用矿粉：进口：库存消费比：64家钢厂（周）,铁矿：进口：平均可用天数：64家钢厂（周）,铁矿：进口：库存：45个港口（日）,铁精粉：库存：45个港口（周）,球团：进口：库存：45个港口（周）,块矿：库存：45个港口（周）,粗粉：进口：库存：45个港口（周）,铁矿：澳大利亚产：库存：45个港口（周）,铁矿：巴西产：库存：45个港口（周）,贸易矿：进口：库存：45个港口（周）
2018/6/22,457.5,471.6,479.3,789.8,549.3,1238864.227,93050984,94078172.92,6175275984,1218842.113,91836016,68197811.04,4148135585,20001.9,1203942,16551988.15,1226480721,0.114,787,1085818.326,125338400,20.1,10239,8242555.408,675321278,1238864.113,93050197,92992354.59,6049937584,9413.5,6261.9,2.8,-0.4,9413,39.2,9482.27,929.06,909.85,2935.07,6725.3,281.51,83.1,62.62,31.82,30,15488.41,757.99,236.09,2202.89,12291.44,9905.58,2639.71,6297.67
2018/6/25,464,471.6,479.3,789.8,549.3,1238864.227,93050984,94078172.92,6175275984,1218842.113,91836016,68197811.04,4148135585,20001.9,1203942,16551988.15,1226480721,0.114,787,1085818.326,125338400,20.1,10239,8242555.408,675321278,1238864.113,93050197,92992354.59,6049937584,9413.5,6261.9,2.8,-0.4,9413,39.2,9482.27,929.06,909.85,2935.07,6725.3,281.51,83.1,62.62,31.82,30,15488.41,757.99,236.09,2202.89,12291.44,9905.58,2639.71,6297.67
2018/6/26,462.5,471.6,479.3,789.8,549.3,1238864.227,93050984,94078172.92,6175275984,1218842.113,91836016,68197811.04,4148135585,20001.9,1203942,16551988.15,1226480721,0.114,787,1085818.326,125338400,20.1,10239,8242555.408,675321278,1238864.113,93050197,92992354.59,6049937584,9413.5,6261.9,2.8,-0.4,9413,39.2,9482.27,929.06,909.85,2935.07,6725.3,281.51,83.1,62.62,31.82,30,15488.41,757.99,236.09,2202.89,12291.44,9905.58,2639.71,6297.67
2018/6/27,461,471.6,479.3,789.8,549.3,1238864.227,93050984,94078172.92,6175275984,1218842.113,91836016,68197811.04,4148135585,20001.9,1203942,16551988.15,1226480721,0.114,787,1085818.326,125338400,20.1,10239,8242555.408,675321278,1238864.113,93050197,92992354.59,6049937584,9413.5,6261.9,2.8,-0.4,9413,39.2,9482.27,929.06,909.85,2935.07,6725.3,281.51,83.1,62.62,31.82,30,15488.41,757.99,236.09,2202.89,12291.44,9905.58,2639.71,6297.67
2018/6/28,467.5,471.6,479.3,789.8,549.3,1238864.227,93050984,94078172.92,6175275984,1218842.113,91836016,68197811.04,4148135585,20001.9,1203942,16551988.15,1226480721,0.114,787,1085818.326,125338400,20.1,10239,8242555.408,675321278,1238864.113,93050197,92992354.59,6049937584,9413.5,6261.9,2.8,-0.4,9413,39.2,9482.27,929.06,909.85,2935.07,6725.3,281.51,83.1,62.62,31.82,30,15488.41,757.99,236.09,2202.89,12291.44,9905.58,2639.71,6297.67
2018/6/29,474,411.4,539.7,824.3,480.2,1238864.227,93050984,94078172.92,6175275984,1218842.113,91836016,68197811.04,4148135585,20001.9,1203942,16551988.15,1226480721,0.114,787,1085818.326,125338400,20.1,10239,8242555.408,675321278,1238864.113,93050197,92992354.59,6049937584,9413.5,6261.9,2.8,-0.4,9413,39.2,9482.27,929.06,909.85,2935.07,6725.3,269.95,59.57,62.77,31.03,29,15579.28,775.62,209.73,2172.52,12421.41,9922.29,2655.72,6311.4
2018/7/2,463,411.4,539.7,824.3,480.2,1083301.511,83806655,83102426.54,5480185832,1081311.411,82379407,60743910.33,3689714743,20001.9,1203942,15012932.25,1107277596,0.114,787,1276369.399,148521404,1990.1,1427248,6069214.56,534672089,1083301.511,83806655,81826057.14,5331664428,8324.2,5448.1,-12.1,-2.9,8324,39.2,9147.25,917.41,899.02,2659.74,6550.2,269.95,59.57,62.77,31.03,29,15579.28,775.62,209.73,2172.52,12421.41,9922.29,2655.72,6311.4
2018/7/3,463,411.4,539.7,824.3,480.2,1083301.511,83806655,83102426.54,5480185832,1081311.411,82379407,60743910.33,3689714743,20001.9,1203942,15012932.25,1107277596,0.114,787,1276369.399,148521404,1990.1,1427248,6069214.56,534672089,1083301.511,83806655,81826057.14,5331664428,8324.2,5448.1,-12.1,-2.9,8324,39.2,9147.25,917.41,899.02,2659.74,6550.2,269.95,59.57,62.77,31.03,29,15579.28,775.62,209.73,2172.52,12421.41,9922.29,2655.72,6311.4
2018/7/4,462,411.4,539.7,824.3,480.2,1083301.511,83806655,83102426.54,5480185832,1081311.411,82379407,60743910.33,3689714743,20001.9,1203942,15012932.25,1107277596,0.114,787,1276369.399,148521404,1990.1,1427248,6069214.56,534672089,1083301.511,83806655,81826057.14,5331664428,8324.2,5448.1,-12.1,-2.9,8324,39.2,9147.25,917.41,899.02,2659.74,6550.2,269.95,59.57,62.77,31.03,29,15579.28,775.62,209.73,2172.52,12421.41,9922.29,2655.72,6311.4
2018/7/5,456.5,411.4,539.7,824.3,480.2,1083301.511,83806655,83102426.54,5480185832,1081311.411,82379407,60743910.33,3689714743,20001.9,1203942,15012932.25,1107277596,0.114,787,1276369.399,148521404,1990.1,1427248,6069214.56,534672089,1083301.511,83806655,81826057.14,5331664428,8324.2,5448.1,-12.1,-2.9,8324,39.2,9147.25,917.41,899.02,2659.74,6550.2,269.95,59.57,62.77,31.03,29,15579.28,775.62,209.73,2172.52,12421.41,9922.29,2655.72,6311.4
2018/7/6,459,174.5,393,688.7,411.5,1083301.511,83806655,83102426.54,5480185832,1081311.411,82379407,60743910.33,3689714743,20001.9,1203942,15012932.25,1107277596,0.114,787,1276369.399,148521404,1990.1,1427248,6069214.56,534672089,1083301.511,83806655,81826057.14,5331664428,8324.2,5448.1,-12.1,-2.9,8324,41,9147.25,917.41,899.02,2659.74,6550.2,287.32,92.25,62.77,31.03,29,15342.07,771.71,224.66,2177.96,12167.74,9789.17,2509.02,6236.82
2018/7/9,461.5,174.5,393,688.7,411.5,1083301.511,83806655,83102426.54,5480185832,1081311.411,82379407,60743910.33,3689714743,20001.9,1203942,15012932.25,1107277596,0.114,787,1276369.399,148521404,1990.1,1427248,6069214.56,534672089,1083301.511,83806655,81826057.14,5331664428,8324.2,5448.1,-12.1,-2.9,8324,41,9147.25,917.41,899.02,2659.74,6550.2,287.32,92.25,62.77,31.03,29,15342.07,771.71,224.66,2177.96,12167.74,9789.17,2509.02,6236.82
2018/7/10,459,174.5,393,688.7,411.5,1083301.511,83806655,83102426.54,5480185832,1081311.411,82379407,60743910.33,3689714743,20001.9,1203942,15012932.25,1107277596,0.114,787,1276369.399,148521404,1990.1,1427248,6069214.56,534672089,1083301.511,83806655,81826057.14,5331664428,8324.2,5448.1,-12.1,-2.9,8324,41,9147.25,917.41,899.02,2659.74,6550.2,287.32,92.25,62.77,31.03,29,15342.07,771.71,224.66,2177.96,12167.74,9789.17,2509.02,6236.82
2018/7/11,463.5,174.5,393,688.7,411.5,1083301.511,83806655,83102426.54,5480185832,1081311.411,82379407,60743910.33,3689714743,20001.9,1203942,15012932.25,1107277596,0.114,787,1276369.399,148521404,1990.1,1427248,6069214.56,534672089,1083301.511,83806655,81826057.14,5331664428,8324.2,5448.1,-12.1,-2.9,8324,41,9147.25,917.41,899.02,2659.74,6550.2,287.32,92.25,62.77,31.03,29,15342.07,771.71,224.66,2177.96,12167.74,9789.17,2509.02,6236.82
2018/7/12,466,174.5,393,688.7,411.5,1083301.511,83806655,83102426.54,5480185832,1081311.411,82379407,60743910.33,3689714743,20001.9,1203942,15012932.25,1107277596,0.114,787,1276369.399,148521404,1990.1,1427248,6069214.56,534672089,1083301.511,83806655,81826057.14,5331664428,8324.2,5448.1,-12.1,-2.9,8324,41,9147.25,917.41,899.02,2659.74,6550.2,287.32,92.25,62.77,31.03,29,15342.07,771.71,224.66,2177.96,12167.74,9789.17,2509.02,6236.82
2018/7/13,463,232.1,454.8,692.3,485.5,1083301.511,83806655,83102426.54,5480185832,1081311.411,82379407,60743910.33,3689714743,20001.9,1203942,15012932.25,1107277596,0.114,787,1276369.399,148521404,1990.1,1427248,6069214.56,534672089,1083301.511,83806655,81826057.14,5331664428,8324.2,5448.1,-12.1,-2.9,8324,41,9147.25,917.41,899.02,2659.74,6550.2,279.02,88.15,62.36,27.08,26,15351.73,777.7,237.1,2115.2,12221.73,9911.5,2401.26,6366.01
2018/7/16,466,232.1,454.8,692.3,485.5,1083301.511,83806655,83102426.54,5480185832,1081311.411,82379407,60743910.33,3689714743,20001.9,1203942,15012932.25,1107277596,0.114,787,1276369.399,148521404,1990.1,1427248,6069214.56,534672089,1083301.511,83806655,81826057.14,5331664428,8324.2,5448.1,-12.1,-2.9,8324,41,9147.25,917.41,899.02,2659.74,6550.2,279.02,88.15,62.36,27.08,26,15351.73,777.7,237.1,2115.2,12221.73,9911.5,2401.26,6366.01
2018/7/17,465,232.1,454.8,692.3,485.5,1083301.511,83806655,83102426.54,5480185832,1081311.411,82379407,60743910.33,3689714743,20001.9,1203942,15012932.25,1107277596,0.114,787,1276369.399,148521404,1990.1,1427248,6069214.56,534672089,1083301.511,83806655,81826057.14,5331664428,8324.2,5448.1,-12.1,-2.9,8324,41,9147.25,917.41,899.02,2659.74,6550.2,279.02,88.15,62.36,27.08,26,15351.73,777.7,237.1,2115.2,12221.73,9911.5,2401.26,6366.01
2018/7/18,465.5,232.1,454.8,692.3,485.5,1083301.511,83806655,83102426.54,5480185832,1081311.411,82379407,60743910.33,3689714743,20001.9,1203942,15012932.25,1107277596,0.114,787,1276369.399,148521404,1990.1,1427248,6069214.56,534672089,1083301.511,83806655,81826057.14,5331664428,8324.2,5448.1,-12.1,-2.9,8324,41,9147.25,917.41,899.02,2659.74,6550.2,279.02,88.15,62.36,27.08,26,15351.73,777.7,237.1,2115.2,12221.73,9911.5,2401.26,6366.01
2018/7/19,467.5,232.1,454.8,692.3,485.5,1083301.511,83806655,83102426.54,5480185832,1081311.411,82379407,60743910.33,3689714743,20001.9,1203942,15012932.25,1107277596,0.114,787,1276369.399,148521404,1990.1,1427248,6069214.56,534672089,1083301.511,83806655,81826057.14,5331664428,8324.2,5448.1,-12.1,-2.9,8324,41,9147.25,917.41,899.02,2659.74,6550.2,279.02,88.15,62.36,27.08,26,15351.73,777.7,237.1,2115.2,12221.73,9911.5,2401.26,6366.01
2018/7/20,472.5,282.3,563.8,772.9,484.1,1083301.511,83806655,83102426.54,5480185832,1081311.411,82379407,60743910.33,3689714743,20001.9,1203942,15012932.25,1107277596,0.114,787,1276369.399,148521404,1990.1,1427248,6069214.56,534672089,1083301.511,83806655,81826057.14,5331664428,8324.2,5448.1,-12.1,-2.9,8324,40.8,9147.25,917.41,899.02,2659.74,6550.2,274.46,75.66,62.36,27.08,26,15365.23,780.16,239.77,2072.9,12272.4,9896.82,2471.87,6336.79
2018/7/23,475,282.3,563.8,772.9,484.1,1083301.511,83806655,83102426.54,5480185832,1081311.411,82379407,60743910.33,3689714743,20001.9,1203942,15012932.25,1107277596,0.114,787,1276369.399,148521404,1990.1,1427248,6069214.56,534672089,1083301.511,83806655,81826057.14,5331664428,8324.2,5448.1,-12.1,-2.9,8324,40.8,9147.25,917.41,899.02,2659.74,6550.2,274.46,75.66,62.36,27.08,26,15365.23,780.16,239.77,2072.9,12272.4,9896.82,2471.87,6336.79
2018/7/24,474.5,282.3,563.8,772.9,484.1,1083301.511,83806655,83102426.54,5480185832,1081311.411,82379407,60743910.33,3689714743,20001.9,1203942,15012932.25,1107277596,0.114,787,1276369.399,148521404,1990.1,1427248,6069214.56,534672089,1083301.511,83806655,81826057.14,5331664428,8324.2,5448.1,-12.1,-2.9,8324,40.8,9147.25,917.41,899.02,2659.74,6550.2,274.46,75.66,62.36,27.08,26,15365.23,780.16,239.77,2072.9,12272.4,9896.82,2471.87,6336.79
2018/7/25,476.5,282.3,563.8,772.9,484.1,1083301.511,83806655,83102426.54,5480185832,1081311.411,82379407,60743910.33,3689714743,20001.9,1203942,15012932.25,1107277596,0.114,787,1276369.399,148521404,1990.1,1427248,6069214.56,534672089,1083301.511,83806655,81826057.14,5331664428,8324.2,5448.1,-12.1,-2.9,8324,40.8,9147.25,917.41,899.02,2659.74,6550.2,274.46,75.66,62.36,27.08,26,15365.23,780.16,239.77,2072.9,12272.4,9896.82,2471.87,6336.79
2018/7/26,475.5,282.3,563.8,772.9,484.1,1083301.511,83806655,83102426.54,5480185832,1081311.411,82379407,60743910.33,3689714743,20001.9,1203942,15012932.25,1107277596,0.114,787,1276369.399,148521404,1990.1,1427248,6069214.56,534672089,1083301.511,83806655,81826057.14,5331664428,8324.2,5448.1,-12.1,-2.9,8324,40.8,9147.25,917.41,899.02,2659.74,6550.2,274.46,75.66,62.36,27.08,26,15365.23,780.16,239.77,2072.9,12272.4,9896.82,2471.87,6336.79
2018/7/27,491.5,284.1,561,790.1,350.3,1083301.511,83806655,83102426.54,5480185832,1081311.411,82379407,60743910.33,3689714743,20001.9,1203942,15012932.25,1107277596,0.114,787,1276369.399,148521404,1990.1,1427248,6069214.56,534672089,1083301.511,83806655,81826057.14,5331664428,8324.2,5448.1,-12.1,-2.9,8324,40.8,9147.25,917.41,899.02,2659.74,6550.2,262.23,81.55,62.16,33.65,34,15345.48,808.15,248.58,2079.99,12208.76,9890.88,2408.49,6252.36
2018/7/30,488.5,284.1,561,790.1,350.3,1083301.511,83806655,83102426.54,5480185832,1081311.411,82379407,60743910.33,3689714743,20001.9,1203942,15012932.25,1107277596,0.114,787,1276369.399,148521404,1990.1,1427248,6069214.56,534672089,1083301.511,83806655,81826057.14,5331664428,8324.2,5448.1,-12.1,-2.9,8324,40.8,9147.25,917.41,899.02,2659.74,6550.2,262.23,81.55,62.16,33.65,34,15345.48,808.15,248.58,2079.99,12208.76,9890.88,2408.49,6252.36
2018/7/31,488,284.1,561,790.1,350.3,995080.518,71665314,89975091.8,6040764987,995054.767,71658331,67311626.91,4149484625,20001.9,1203942,14847606.56,1164468120,0.03,15,1139471.969,132594346,25.721,6968,6676386.361,594217896,995080.488,71665299,88835619.83,5908170641,8995.9,5885.8,4.4,14.9,8996,40.8,9021.94,906.89,891.6,2672.63,6476,262.23,81.55,62.16,33.65,34,15345.48,808.15,248.58,2079.99,12208.76,9890.88,2408.49,6252.36
2018/8/1,475,284.1,561,790.1,350.3,995080.518,71665314,89975091.8,6040764987,995054.767,71658331,67311626.91,4149484625,20001.9,1203942,14847606.56,1164468120,0.03,15,1139471.969,132594346,25.721,6968,6676386.361,594217896,995080.488,71665299,88835619.83,5908170641,8995.9,5885.8,4.4,14.9,8996,40.8,9021.94,906.89,891.6,2672.63,6476,262.23,81.55,62.16,33.65,34,15345.48,808.15,248.58,2079.99,12208.76,9890.88,2408.49,6252.36
2018/8/2,476,284.1,561,790.1,350.3,995080.518,71665314,89975091.8,6040764987,995054.767,71658331,67311626.91,4149484625,20001.9,1203942,14847606.56,1164468120,0.03,15,1139471.969,132594346,25.721,6968,6676386.361,594217896,995080.488,71665299,88835619.83,5908170641,8995.9,5885.8,4.4,14.9,8996,40.8,9021.94,906.89,891.6,2672.63,6476,262.23,81.55,62.16,33.65,34,15345.48,808.15,248.58,2079.99,12208.76,9890.88,2408.49,6252.36
2018/8/3,484.5,402.4,422.5,697.9,418.4,995080.518,71665314,89975091.8,6040764987,995054.767,71658331,67311626.91,4149484625,20001.9,1203942,14847606.56,1164468120,0.03,15,1139471.969,132594346,25.721,6968,6676386.361,594217896,995080.488,71665299,88835619.83,5908170641,8995.9,5885.8,4.4,14.9,8996,41.2,9021.94,906.89,891.6,2672.63,6476,279.37,83.22,62.16,33.65,34,15410.39,820.42,228.4,2120.9,12240.67,9856.9,2498.09,6123.9
2018/8/6,502.5,402.4,422.5,697.9,418.4,995080.518,71665314,89975091.8,6040764987,995054.767,71658331,67311626.91,4149484625,20001.9,1203942,14847606.56,1164468120,0.03,15,1139471.969,132594346,25.721,6968,6676386.361,594217896,995080.488,71665299,88835619.83,5908170641,8995.9,5885.8,4.4,14.9,8996,41.2,9021.94,906.89,891.6,2672.63,6476,279.37,83.22,62.16,33.65,34,15410.39,820.42,228.4,2120.9,12240.67,9856.9,2498.09,6123.9
2018/8/7,503.5,402.4,422.5,697.9,418.4,995080.518,71665314,89975091.8,6040764987,995054.767,71658331,67311626.91,4149484625,20001.9,1203942,14847606.56,1164468120,0.03,15,1139471.969,132594346,25.721,6968,6676386.361,594217896,995080.488,71665299,88835619.83,5908170641,8995.9,5885.8,4.4,14.9,8996,41.2,9021.94,906.89,891.6,2672.63,6476,279.37,83.22,62.16,33.65,34,15410.39,820.42,228.4,2120.9,12240.67,9856.9,2498.09,6123.9
2018/8/8,509,402.4,422.5,697.9,418.4,995080.518,71665314,89975091.8,6040764987,995054.767,71658331,67311626.91,4149484625,20001.9,1203942,14847606.56,1164468120,0.03,15,1139471.969,132594346,25.721,6968,6676386.361,594217896,995080.488,71665299,88835619.83,5908170641,8995.9,5885.8,4.4,14.9,8996,41.2,9021.94,906.89,891.6,2672.63,6476,279.37,83.22,62.16,33.65,34,15410.39,820.42,228.4,2120.9,12240.67,9856.9,2498.09,6123.9
2018/8/9,514,402.4,422.5,697.9,418.4,995080.518,71665314,89975091.8,6040764987,995054.767,71658331,67311626.91,4149484625,20001.9,1203942,14847606.56,1164468120,0.03,15,1139471.969,132594346,25.721,6968,6676386.361,594217896,995080.488,71665299,88835619.83,5908170641,8995.9,5885.8,4.4,14.9,8996,41.2,9021.94,906.89,891.6,2672.63,6476,279.37,83.22,62.16,33.65,34,15410.39,820.42,228.4,2120.9,12240.67,9856.9,2498.09,6123.9
2018/8/10,506.5,301.2,503.9,777,531.4,995080.518,71665314,89975091.8,6040764987,995054.767,71658331,67311626.91,4149484625,20001.9,1203942,14847606.56,1164468120,0.03,15,1139471.969,132594346,25.721,6968,6676386.361,594217896,995080.488,71665299,88835619.83,5908170641,8995.9,5885.8,4.4,14.9,8996,41.2,9021.94,906.89,891.6,2672.63,6476,277.03,98.04,59,30.39,29,15286.9,810.95,203.81,2079.89,12192.25,9639.5,2542.93,6126.19
2018/8/13,517,301.2,503.9,777,531.4,995080.518,71665314,89975091.8,6040764987,995054.767,71658331,67311626.91,4149484625,20001.9,1203942,14847606.56,1164468120,0.03,15,1139471.969,132594346,25.721,6968,6676386.361,594217896,995080.488,71665299,88835619.83,5908170641,8995.9,5885.8,4.4,14.9,8996,41.2,9021.94,906.89,891.6,2672.63,6476,277.03,98.04,59,30.39,29,15286.9,810.95,203.81,2079.89,12192.25,9639.5,2542.93,6126.19
2018/8/14,506.5,301.2,503.9,777,531.4,995080.518,71665314,89975091.8,6040764987,995054.767,71658331,67311626.91,4149484625,20001.9,1203942,14847606.56,1164468120,0.03,15,1139471.969,132594346,25.721,6968,6676386.361,594217896,995080.488,71665299,88835619.83,5908170641,8995.9,5885.8,4.4,14.9,8996,41.2,9021.94,906.89,891.6,2672.63,6476,277.03,98.04,59,30.39,29,15286.9,810.95,203.81,2079.89,12192.25,9639.5,2542.93,6126.19
2018/8/15,502.5,301.2,503.9,777,531.4,995080.518,71665314,89975091.8,6040764987,995054.767,71658331,67311626.91,4149484625,20001.9,1203942,14847606.56,1164468120,0.03,15,1139471.969,132594346,25.721,6968,6676386.361,594217896,995080.488,71665299,88835619.83,5908170641,8995.9,5885.8,4.4,14.9,8996,41.2,9021.94,906.89,891.6,2672.63,6476,277.03,98.04,59,30.39,29,15286.9,810.95,203.81,2079.89,12192.25,9639.5,2542.93,6126.19
2018/8/16,493.5,301.2,503.9,777,531.4,995080.518,71665314,89975091.8,6040764987,995054.767,71658331,67311626.91,4149484625,20001.9,1203942,14847606.56,1164468120,0.03,15,1139471.969,132594346,25.721,6968,6676386.361,594217896,995080.488,71665299,88835619.83,5908170641,8995.9,5885.8,4.4,14.9,8996,41.2,9021.94,906.89,891.6,2672.63,6476,277.03,98.04,59,30.39,29,15286.9,810.95,203.81,2079.89,12192.25,9639.5,2542.93,6126.19
2018/8/17,504.5,277.9,482.8,725.8,499.3,995080.518,71665314,89975091.8,6040764987,995054.767,71658331,67311626.91,4149484625,20001.9,1203942,14847606.56,1164468120,0.03,15,1139471.969,132594346,25.721,6968,6676386.361,594217896,995080.488,71665299,88835619.83,5908170641,8995.9,5885.8,4.4,14.9,8996,41.5,9021.94,906.89,891.6,2672.63,6476,272.62,81.97,59,30.39,29,15145.93,816.12,193.08,2033.04,12103.69,9464.82,2561.88,5999.07
2018/8/20,506.5,277.9,482.8,725.8,499.3,995080.518,71665314,89975091.8,6040764987,995054.767,71658331,67311626.91,4149484625,20001.9,1203942,14847606.56,1164468120,0.03,15,1139471.969,132594346,25.721,6968,6676386.361,594217896,995080.488,71665299,88835619.83,5908170641,8995.9,5885.8,4.4,14.9,8996,41.5,9021.94,906.89,891.6,2672.63,6476,272.62,81.97,59,30.39,29,15145.93,816.12,193.08,2033.04,12103.69,9464.82,2561.88,5999.07
2018/8/21,494,277.9,482.8,725.8,499.3,995080.518,71665314,89975091.8,6040764987,995054.767,71658331,67311626.91,4149484625,20001.9,1203942,14847606.56,1164468120,0.03,15,1139471.969,132594346,25.721,6968,6676386.361,594217896,995080.488,71665299,88835619.83,5908170641,8995.9,5885.8,4.4,14.9,8996,41.5,9021.94,906.89,891.6,2672.63,6476,272.62,81.97,59,30.39,29,15145.93,816.12,193.08,2033.04,12103.69,9464.82,2561.88,5999.07
2018/8/22,485,277.9,482.8,725.8,499.3,995080.518,71665314,89975091.8,6040764987,995054.767,71658331,67311626.91,4149484625,20001.9,1203942,14847606.56,1164468120,0.03,15,1139471.969,132594346,25.721,6968,6676386.361,594217896,995080.488,71665299,88835619.83,5908170641,8995.9,5885.8,4.4,14.9,8996,41.5,9021.94,906.89,891.6,2672.63,6476,272.62,81.97,59,30.39,29,15145.93,816.12,193.08,2033.04,12103.69,9464.82,2561.88,5999.07
2018/8/23,487,277.9,482.8,725.8,499.3,995080.518,71665314,89975091.8,6040764987,995054.767,71658331,67311626.91,4149484625,20001.9,1203942,14847606.56,1164468120,0.03,15,1139471.969,132594346,25.721,6968,6676386.361,594217896,995080.488,71665299,88835619.83,5908170641,8995.9,5885.8,4.4,14.9,8996,41.5,9021.94,906.89,891.6,2672.63,6476,272.62,81.97,59,30.39,29,15145.93,816.12,193.08,2033.04,12103.69,9464.82,2561.88,5999.07
2018/8/24,490.5,332,501.5,724.6,414.4,995080.518,71665314,89975091.8,6040764987,995054.767,71658331,67311626.91,4149484625,20001.9,1203942,14847606.56,1164468120,0.03,15,1139471.969,132594346,25.721,6968,6676386.361,594217896,995080.488,71665299,88835619.83,5908170641,8995.9,5885.8,4.4,14.9,8996,41.5,9021.94,906.89,891.6,2672.63,6476,263.18,79.06,66.73,30.79,28,14961.91,792.96,203.17,1981.3,11984.48,9356.89,2538.05,5906.01
2018/8/27,479,332,501.5,724.6,414.4,995080.518,71665314,89975091.8,6040764987,995054.767,71658331,67311626.91,4149484625,20001.9,1203942,14847606.56,1164468120,0.03,15,1139471.969,132594346,25.721,6968,6676386.361,594217896,995080.488,71665299,88835619.83,5908170641,8995.9,5885.8,4.4,14.9,8996,41.5,9021.94,906.89,891.6,2672.63,6476,263.18,79.06,66.73,30.79,28,14961.91,792.96,203.17,1981.3,11984.48,9356.89,2538.05,5906.01
2018/8/28,482,332,501.5,724.6,414.4,995080.518,71665314,89975091.8,6040764987,995054.767,71658331,67311626.91,4149484625,20001.9,1203942,14847606.56,1164468120,0.03,15,1139471.969,132594346,25.721,6968,6676386.361,594217896,995080.488,71665299,88835619.83,5908170641,8995.9,5885.8,4.4,14.9,8996,41.5,9021.94,906.89,891.6,2672.63,6476,263.18,79.06,66.73,30.79,28,14961.91,792.96,203.17,1981.3,11984.48,9356.89,2538.05,5906.01
2018/8/29,480,332,501.5,724.6,414.4,995080.518,71665314,89975091.8,6040764987,995054.767,71658331,67311626.91,4149484625,20001.9,1203942,14847606.56,1164468120,0.03,15,1139471.969,132594346,25.721,6968,6676386.361,594217896,995080.488,71665299,88835619.83,5908170641,8995.9,5885.8,4.4,14.9,8996,41.5,9021.94,906.89,891.6,2672.63,6476,263.18,79.06,66.73,30.79,28,14961.91,792.96,203.17,1981.3,11984.48,9356.89,2538.05,5906.01
2018/8/30,484.5,332,501.5,724.6,414.4,995080.518,71665314,89975091.8,6040764987,995054.767,71658331,67311626.91,4149484625,20001.9,1203942,14847606.56,1164468120,0.03,15,1139471.969,132594346,25.721,6968,6676386.361,594217896,995080.488,71665299,88835619.83,5908170641,8995.9,5885.8,4.4,14.9,8996,41.5,9021.94,906.89,891.6,2672.63,6476,263.18,79.06,66.73,30.79,28,14961.91,792.96,203.17,1981.3,11984.48,9356.89,2538.05,5906.01
2018/8/31,485,323.6,464,842.4,353.8,796723.572,56314583,89313360.31,6414552344,796482.132,56297627,65895853.64,4317342921,20001.9,1203942,15236282.4,1298277543,0.03,15,1071695.617,136844392,241.44,16956,7109528.654,662087488,796723.572,56314583,88241664.69,6277707952,8935.4,6040.6,0.9,0,8935,41.7,9184.14,924.36,906.52,2713.78,6465.9,281.82,102.45,66.73,30.79,28,14733.23,810.55,205.53,1998.17,11718.98,9131.89,2541.7,5934.11
2018/9/3,484.5,323.6,464,842.4,353.8,796723.572,56314583,89313360.31,6414552344,796482.132,56297627,65895853.64,4317342921,20001.9,1203942,15236282.4,1298277543,0.03,15,1071695.617,136844392,241.44,16956,7109528.654,662087488,796723.572,56314583,88241664.69,6277707952,8935.4,6040.6,0.9,0,8935,41.7,9184.14,924.36,906.52,2713.78,6465.9,281.82,102.45,66.73,30.79,28,14733.23,810.55,205.53,1998.17,11718.98,9131.89,2541.7,5934.11
