,value,signal,price
2021/1/29,1.01835685,0,57550
2021/1/31,1.01835685,1,57550
2021/2/1,1.02447581,1,57910
2021/2/2,1.014107572,1,57300
2021/2/3,1.009008439,1,57000
2021/2/4,1.02294607,1,57820
2021/2/5,1.029574943,1,58210
2021/2/8,1.039433266,1,58790
2021/2/9,1.052691012,1,59570
2021/2/10,1.073597457,1,60800
2021/2/12,1.073597457,1,60800
2021/2/18,1.114560492,1,63210
2021/2/19,1.133427285,1,64320
2021/2/22,1.18526847,1,67370
2021/2/23,1.195126794,1,67950
2021/2/24,1.194446909,1,67910
2021/2/25,1.232520436,1,70150
2021/2/26,1.195126794,1,67950
2021/2/28,1.195126794,0,67950
2021/3/1,1.195126794,0,67450
2021/3/2,1.195126794,0,66780
2021/3/3,1.195126794,0,67810
2021/3/4,1.195126794,0,66460
2021/3/5,1.195126794,0,65920
2021/3/8,1.195126794,0,65770
2021/3/9,1.195126794,0,66000
2021/3/10,1.195126794,0,65400
2021/3/11,1.195126794,0,67360
2021/3/12,1.195126794,0,66920
2021/3/15,1.195126794,0,67520
2021/3/16,1.195126794,0,66740
2021/3/17,1.195126794,0,66940
2021/3/18,1.195126794,0,66920
2021/3/19,1.195126794,0,66020
2021/3/22,1.195126794,0,66800
2021/3/23,1.195126794,0,67040
2021/3/24,1.195126794,0,66480
2021/3/25,1.195126794,0,65560
2021/3/26,1.195126794,0,66170
2021/3/29,1.195126794,0,66340
2021/3/30,1.195126794,0,65880
2021/3/31,1.195126794,1,65600
2021/4/1,1.185948355,1,65090
2021/4/2,1.221942235,1,67090
2021/4/6,1.220502479,0,67010
2021/4/7,1.220502479,0,66900
2021/4/8,1.220502479,0,66850
2021/4/9,1.220502479,0,66720
2021/4/12,1.220502479,0,65690
2021/4/13,1.220502479,0,65870
2021/4/14,1.220502479,0,66190
2021/4/15,1.220502479,0,68040
2021/4/16,1.220502479,0,68540
2021/4/19,1.220502479,0,69660
2021/4/20,1.220502479,0,69450
2021/4/21,1.220502479,0,68720
2021/4/22,1.220502479,0,69150
2021/4/23,1.220502479,0,69440
2021/4/26,1.220502479,0,70980
2021/4/27,1.220502479,0,72480
2021/4/28,1.220502479,0,71340
2021/4/29,1.220502479,0,72380
2021/4/30,1.220502479,1,71890
2021/5/6,1.242098807,1,73240
2021/5/7,1.268654292,1,74900
2021/5/10,1.313766622,0,77720
2021/5/11,1.313766622,0,76000
2021/5/12,1.313766622,0,77090
2021/5/13,1.313766622,0,75970
2021/5/14,1.313766622,0,74560
2021/5/17,1.313766622,0,74750
2021/5/18,1.313766622,0,76100
2021/5/19,1.313766622,0,74090
2021/5/20,1.313766622,0,73450
2021/5/21,1.313766622,0,72160
2021/5/24,1.313766622,0,71640
2021/5/25,1.313766622,0,72230
2021/5/26,1.313766622,0,71780
2021/5/27,1.313766622,0,71940
2021/5/28,1.313766622,0,73350
2021/5/31,1.313766622,0,73950
2021/6/1,1.313766622,0,74160
2021/6/2,1.313766622,0,73680
2021/6/3,1.313766622,0,73020
2021/6/4,1.313766622,0,70910
2021/6/7,1.313766622,0,71390
2021/6/8,1.313766622,0,71420
2021/6/9,1.313766622,0,71510
2021/6/10,1.313766622,0,71290
2021/6/11,1.313766622,0,71770
2021/6/15,1.313766622,0,70230
2021/6/16,1.313766622,0,68450
2021/6/17,1.313766622,0,68800
2021/6/18,1.313766622,0,67260
2021/6/21,1.313766622,0,66350
2021/6/22,1.313766622,0,67350
2021/6/23,1.313766622,0,68480
2021/6/24,1.313766622,0,68480
2021/6/25,1.313766622,0,68700
2021/6/28,1.313766622,0,68630
2021/6/29,1.313766622,0,68150
2021/6/30,1.313766622,0,68390
2021/7/1,1.313766622,0,68260
2021/7/2,1.313766622,0,68260
2021/7/5,1.313766622,0,69520
2021/7/6,1.313766622,0,70100
2021/7/7,1.313766622,0,69110
2021/7/8,1.313766622,0,68740
2021/7/9,1.313766622,0,68920
2021/7/12,1.313766622,0,68980
2021/7/13,1.313766622,0,69200
2021/7/14,1.313766622,0,68870
2021/7/15,1.313766622,0,68800
2021/7/16,1.313766622,0,69340
2021/7/19,1.313766622,0,68740
2021/7/20,1.313766622,0,68130
2021/7/21,1.313766622,0,68020
2021/7/22,1.313766622,0,68960
2021/7/23,1.313766622,0,69670
2021/7/26,1.313766622,0,70770
2021/7/27,1.313766622,0,71770
2021/7/28,1.313766622,0,71850
2021/7/29,1.313766622,0,71610
2021/7/30,1.313766622,0,71820
2021/7/31,1.313766622,-1,71820
2021/8/2,1.319574458,-1,71480
2021/8/3,1.337168784,-1,70450
2021/8/4,1.342805801,-1,70120
2021/8/5,1.358179484,-1,69220
2021/8/6,1.339218608,-1,70330
2021/8/9,1.353909016,-1,69470
2021/8/10,1.352542467,-1,69550
2021/8/11,1.348784455,-1,69770
2021/8/12,1.337852058,-1,70410
2021/8/13,1.345368081,-1,69970
2021/8/16,1.350663461,-1,69660
2021/8/17,1.349809367,-1,69710
2021/8/18,1.366720419,-1,68720
2021/8/19,1.399688428,-1,66790
2021/8/20,1.399688428,-1,67200
2021/8/23,1.392514042,-1,67620
2021/8/24,1.376457085,-1,68560
2021/8/25,1.367232875,-1,69100
2021/8/26,1.375944629,-1,68590
2021/8/27,1.366720419,0,69130
2021/8/30,1.366720419,0,70130
2021/8/31,1.366720419,0,70100
2021/9/1,1.366720419,0,68900
2021/9/2,1.366720419,0,69020
2021/9/3,1.366720419,0,69090
2021/9/6,1.366720419,0,69510
2021/9/7,1.366720419,0,69070
2021/9/8,1.366720419,0,68680
2021/9/9,1.366720419,0,69300
2021/9/10,1.366720419,0,70080
2021/9/13,1.366720419,0,71480
2021/9/14,1.366720419,0,69840
2021/9/15,1.366720419,0,69810
2021/9/16,1.366720419,0,69650
2021/9/17,1.366720419,0,69270
2021/9/20,1.366720419,0,69270
2021/9/22,1.366720419,0,68780
