,close
铜精矿：港口库存：中国（周）,-0.6768112316051913
SHFE：电解铜：可用库容量（周）,-0.5467505506662511
精铜制杆：小型企业：产能利用率（月）,-0.47101080504496484
有色冶炼企业：样本企业：电解铜：产量：中国（月）,0.4211561442457021
铜管：有色冶炼企业：产能利用率：小型（月）,0.3345777718594317
铜板带企业：产能：中国（月）,0.2727531446716973
废铜制杆：大型企业：产能利用率（月）,0.24602901618876447
