,close
菜油：进口：炼油厂：库存：中国（周）,0.587132656774388
菜油：进口：炼油厂：提货量：中国（周）,0.21633404236112536
USDA：菜油：精炼：加工使用量（月）,0.19957927254852195
USDA：菜油：精炼：期末库存（月）,-0.1855775695753401
