,close
硫酸镍：产品生产工序：再生镍废料（以金属量计）：需求量：中国（月）,-0.6197443017882257
低镍生铁：库存：中国：以金属量计（月）,-0.5380745781256973
硫酸镍：产品生产工序：镍粉（以金属量计）：需求量：中国（月）,0.4714715535729216
低镍生铁企业：开工率：以金属量计：中国（月）,0.40566406163564617
镍矿：品位：14个港口（周）,-0.3334088069116521
镍板：库存：保税区（周）,-0.31100535397700935
高镍生铁企业：开工率：以金属量计：中国（月）,0.306810460541861
硫酸镍企业：开工率：中国（月）,-0.1960733253607814
电解镍：表观消费量：中国（月）,0.165438643890657
