date,close,煤炭：国有重点煤矿企业：产量：中国（旬）,原煤：大型煤炭企业：产量累计值（月）,原煤：大型煤炭企业：产量累计同比（月）,洗精煤：大型煤炭企业：产量累计值：中国（月）,洗精煤：大型煤炭企业：产量累计同比：中国（月）,煤矿：国有重点煤矿企业：产量：中国（月）,统计局：中国：工业产品：产量：原煤（月）,煤炭：国有重点煤矿企业：销售数合计：中国（旬）,煤炭：国有重点煤矿企业：销售数合计：中国（月）,煤炭：销量：中国（月）,煤炭：重点发电企业：供应量：中国（旬）,煤炭：重点发电企业：消费量：中国（旬）,煤炭：国有重点煤矿企业：库存：中国（旬）,煤炭：重点发电企业：库存平均可用天数：中国（旬）,煤炭：重点发电企业：库存：中国（旬）,煤炭：重点发电企业：库存同期增减：中国（月）,样本洗煤厂（110家）：精煤：库存：中国（周）,样本洗煤厂（110家）：煤炭：开工率：中国（周）,样本洗煤厂（110家）：精煤：日均产量：中国（周）,样本洗煤厂（110家）：原煤：库存：中国（周）,炼焦煤：进口：港口库存（周）,230家独立焦化厂：炼焦煤：库存：中国（周）,炼焦煤：247家钢厂样本焦化厂：库存：中国（周）,炼焦煤：矿山企业库存：中国（周）,炼焦煤：独立焦化企业：库存：中国（周）,炼焦煤：独立焦化企业：平均可用天数：中国（周）
"2019-04-22","1330.5","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2019-04-23","1337.5","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2019-04-24","1350","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2019-04-25","1345","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2019-04-26","1347","","","","","","","","","","","","","","","","","112.55","76.33","67.55","213.26","393","1431.86","1110.63","171.35","1579.73","16.15"
"2019-04-29","1354.5","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2019-04-30","1352","","82527","-0.4","31987.4","2.9","15545.2","29429","","13417.65","28100","10920","10320","","21","7472","1206","","","","","","","","","",""
"2019-05-03","","","","","","","","","","","","","","","","","","106.38","76.98","68.39","211.4","382.5","1427.25","1119.71","167.25","1573.36","15.99"
"2019-05-06","1362.5","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2019-05-07","1373","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2019-05-08","1368","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2019-05-09","1357","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2019-05-10","1362","2704","","","","","","","1976","","","3500","3140","1273","23","7823","","93.27","79.06","69.99","232.76","402","1419.54","1124.37","164.75","1563.75","15.86"
"2019-05-13","1350.5","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2019-05-14","1337","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2019-05-15","1370","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2019-05-16","1369","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2019-05-17","1390","","","","","","","","","","","","","","","","","95.24","78.4","72.2","239.23","427","1453.13","1127.42","165.31","1598.61","16.05"
"2019-05-20","1387","5485","","","","","","","3987","","","7100","6380","1306","25","8197","","","","","","","","","","",""
"2019-05-21","1403.5","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2019-05-22","1387.5","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2019-05-23","1392","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2019-05-24","1418","","","","","","","","","","","","","","","","","93.18","78.74","69.68","235.94","466","1461.69","1129.55","163.85","1611.71","16.17"
"2019-05-27","1388","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2019-05-28","1383","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2019-05-29","1391.5","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2019-05-30","1396.5","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2019-05-31","1386","","104905.4","-0.5","40186","2.3","16427.83","31239.4","","14179.51","28500","11253","9982","","27","8719","1898","103.08","79.24","70.18","238.4","498","1466.58","1139.97","160.43","1615.01","16.21"
"2019-06-03","1369","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2019-06-04","1380.5","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2019-06-05","1378","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2019-06-06","1388.5","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2019-06-07","","","","","","","","","","","","","","","","","","98.64","76.24","66.54","257.2","553","1476.87","1131.25","151.31","1628.2","16.51"
"2019-06-10","1415","2800","","","","","","","1966","","","3430","3420","1337","26","8664","","","","","","","","","","",""
"2019-06-11","1437","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2019-06-12","1399","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2019-06-13","1405","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2019-06-14","1386","","","","","","","","","","","","","","","","","92.46","76.03","67.12","249.48","558","1470.62","1127.01","151.57","1623.95","16.34"
"2019-06-17","1383.5","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2019-06-18","1389","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2019-06-19","1393","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2019-06-20","1398.5","5552","","","","","","","3977","","","7267","7129","1370","25","8782.1","","","","","","","","","","",""
"2019-06-21","1393.5","","","","","","","","","","","","","","","","","95.9","77.96","68.57","259.84","583","1459.68","1142.91","144.83","1613.79","16.35"
"2019-06-24","1376","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2019-06-25","1381.5","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2019-06-26","1378.5","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2019-06-27","1375","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2019-06-28","1392.5","","","","","","","","","","","","","","","","","93.64","77.01","67.86","252.3","559.7","1437.8","1136.78","146.83","1589.43","16.07"
"2019-06-30","","","127654.1","0.1","47158.8","0.5","16489.83","33335","","14176.03","31600","11167","10749","","25","9000.7","1432","","","","","","","","","",""
"2019-07-01","1404","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2019-07-02","1400","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2019-07-03","1374","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2019-07-04","1376","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2019-07-05","1368","","","","","","","","","","","","","","","","","96.96","76.88","68.04","256.14","587","1437.29","1151.57","157.42","1588.95","16.06"
"2019-07-08","1374","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2019-07-09","1384","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2019-07-10","1373","2698","","","","","","","1917","","","3790","3710","1508","25","9202","","","","","","","","","","",""
"2019-07-11","1394","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2019-07-12","1396.5","","","","","","","","","","","","","","","","","117.16","79.98","70.18","252.69","552","1434.5","1154.8","173.42","1585.96","16.04"
"2019-07-15","1398","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2019-07-16","1420.5","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2019-07-17","1413.5","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2019-07-18","1415","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2019-07-19","1418","","","","","","","","","","","","","","","","","118.92","79.15","69.44","276.02","573","1434.84","1134.92","184.84","1592.91","16.24"
"2019-07-20","","5834","","","","","","","4171.8","","","","","1622.6","","","","","","","","","","","","",""
"2019-07-22","1395.5","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2019-07-23","1393.5","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2019-07-24","1409","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2019-07-25","1409","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2019-07-26","1402","","","","","","","","","","","","","","","","","116.8","79.04","69.38","273.75","597.1","1427.48","1142.45","192.34","1582.14","16.28"
"2019-07-29","1393","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2019-07-30","1397.5","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2019-07-31","1399.5","","150166","1.6","55758.1","2.5","16303.6","32222.7","","14189","29500","12090","12431","","21","8694","1536","","","","","","","","","",""
"2019-08-01","1391.5","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2019-08-02","1401.5","","","","","","","","","","","","","","","","","115.78","79.45","70","281.25","677","1434.77","1120.72","191.61","1589.35","16.09"
"2019-08-05","1400.5","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2019-08-06","1406","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2019-08-07","1395.5","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2019-08-08","1411","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2019-08-09","1416","","","","","","","","","","","","","","","","","125.31","82.77","72.68","280.99","697","1434.48","1124.19","190.18","1594.45","16.19"
"2019-08-10","","2897.6","","","","","","","2094.4","","","","","1658.9","","","","","","","","","","","","",""
"2019-08-12","1409","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2019-08-13","1414","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2019-08-14","1395","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2019-08-15","1391.5","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2019-08-16","1410.5","","","","","","","","","","","","","","","","","117.83","76.36","68.99","294.91","701","1436.36","1121.04","198.41","1604.7","16.38"
"2019-08-19","1409.5","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2019-08-20","1405","5820","","","","","","","4217.8","","","","","1645.7","","","","","","","","","","","","",""
"2019-08-21","1325.5","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2019-08-22","1334","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2019-08-23","1328.5","","","","","","","","","","","","","","","","","113.38","80.53","72.27","287.26","742","1433.61","1120.81","211.87","1599.96","16.06"
"2019-08-26","1301","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2019-08-27","1298.5","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2019-08-28","1305","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2019-08-29","1290.5","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2019-08-30","1308","","","","","","","","","","","","","","","","","120.79","83.03","74","294.97","732","1426.66","1141.77","210.41","1589.05","16.04"
"2019-08-31","","","172087.9","2.1","64506.4","0.7","15924.4","31602","","13742.3","30500","12400","12741","","20","8305","1562","","","","","","","","","",""
"2019-09-02","1315.5","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2019-09-03","1309","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2019-09-04","1319","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2019-09-05","1327.5","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2019-09-06","1323","","","","","","","","","","","","","","","","","125.39","82.8","74.11","323.21","701","1438.37","1126.01","233.08","1600.86","16.25"
"2019-09-09","1343.5","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2019-09-10","1337.5","2921.9","","","","","","","2096.4","","","3770","3840","1682.6","20","8167","","","","","","","","","","",""
"2019-09-11","1350","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2019-09-12","1358","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2019-09-13","","","","","","","","","","","","","","","","","","132.13","82.22","72.88","324.2","683","1460.29","1126.86","258.9","1628.75","16.77"
"2019-09-16","1357.5","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2019-09-17","1346","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2019-09-18","1334","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2019-09-19","1319","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2019-09-20","1296","5714.3","","","","","","","4110.9","","","7420","7420","1669.5","21","8236","","147.09","82.71","73.43","314.98","677","1443.46","1136.57","261.97","1609.12","16.57"
"2019-09-23","1300","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2019-09-24","1245.5","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2019-09-25","1256","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2019-09-26","1253","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2019-09-27","1236","","","","","","","","","","","","","","","","","145.14","85.93","73.97","319.97","688","1451.99","1134.37","245.16","1610.3","18.46"
"2019-09-30","1244","","192331.7","5.7","71827.6","6.4","15743.2","32414.1","","13529.3","29500","11010","10650","","24","8598","1034","","","","","","","","","",""
"2019-10-04","","","","","","","","","","","","","","","","","","","","","","752","1454.22","1124.38","","1605.19","17.06"
"2019-10-08","1260","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2019-10-09","1251","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2019-10-10","1253.5","2558","","","","","","","1954.5","","","3370","3080","1537.4","26","8850","","","","","","","","","","",""
"2019-10-11","1250","","","","","","","","","","","","","","","","","150.77","81.28","70.16","349.46","757","1456.27","1120.08","252","1607.65","16.94"
"2019-10-14","1233","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2019-10-15","1242","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2019-10-16","1217","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2019-10-17","1236.5","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2019-10-18","1239.5","","","","","","","","","","","","","","","","","153.35","80.47","69.43","335.33","755.5","1477.31","1104.9","260.83","1636.2","16.94"
"2019-10-20","","5329.1","","","","","","","4038","","","7260","6560","1604","29","9661","","","","","","","","","","",""
"2019-10-21","1236.5","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2019-10-22","1240","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2019-10-23","1252","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2019-10-24","1256.5","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2019-10-25","1257.5","","","","","","","","","","","","","","","","","161.63","81.41","70.23","346.42","766","1496.71","1131.97","274.41","1668.8","17.42"
"2019-10-28","1248","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2019-10-29","1259","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2019-10-30","1260.5","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2019-10-31","1236","","215516.5","1.4","81903.8","2.5","15692.8","32486.8","","13437.5","30200","11253","10168","","29","9661","462","","","","","","","","","",""
"2019-11-01","1237","","","","","","","","","","","","","","","","","180.93","82.9","71.04","359.78","757","1495.29","1120.79","277.33","1677","17.84"
"2019-11-04","1224.5","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2019-11-05","1247.5","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2019-11-06","1234","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2019-11-07","1239","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2019-11-08","1240","","","","","","","","","","","","","","","","","211.37","83.44","71.26","360.09","724","1485.72","1115.84","297.61","1656.93","17.57"
"2019-11-10","","2652.1","","","","","","","2058.2","","","3730","3520","1567.8","28","9792","","","","","","","","","","",""
"2019-11-11","1224.5","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2019-11-12","1229.5","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2019-11-13","1229.5","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2019-11-14","1238.5","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2019-11-15","1228.5","","","","","","","","","","","","","","","","","208.39","82.2","70.88","369.83","725","1481.51","1150.45","308.26","1654.03","17.47"
"2019-11-18","1228.5","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2019-11-19","1258.5","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2019-11-20","1266","5399.8","","","","","","","4155","","","8020","7700","1692.3","27","9951","","","","","","","","","","",""
"2019-11-21","1257.5","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2019-11-22","1249.5","","","","","","","","","","","","","","","","","200.44","84.64","71.14","385.04","704","1474.05","1165.59","307.68","1639.35","17.45"
"2019-11-25","1259","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2019-11-26","1230.5","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2019-11-27","1230.5","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2019-11-28","1224.5","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2019-11-29","1227","","","","","","","","","","","","","","","","","184.19","82.32","70.27","364.47","664","1483.99","1155.28","303.86","1650.93","17.65"
"2019-11-30","","","238950.5","1.4","90096","4.7","16110.7","33405.7","","14083.2","30700","12120","12870","","24","9697","292","","","","","","","","","",""
"2019-12-02","1237.5","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2019-12-03","1238.5","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2019-12-04","1229","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2019-12-05","1235","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2019-12-06","1236","","","","","","","","","","","","","","","","","171.77","82.83","69.77","358.56","696","1507.72","1165.03","308.61","1685.34","17.96"
"2019-12-09","1243.5","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2019-12-10","1242","2553.3","","","","","","","2117.1","","","4160","4510","1575.6","21","9251","","","","","","","","","","",""
"2019-12-11","1235.5","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2019-12-12","1233","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2019-12-13","1233","","","","","","","","","","","","","","","","","169.7","78.21","66.5","350.08","673","1533.3","1172.84","312.23","1718.43","18.23"
"2019-12-16","1244.5","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2019-12-17","1244.5","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2019-12-18","1244","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2019-12-19","1236","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2019-12-20","1184","5507","","","","","","","4481","","","8480","9280","1559","19","8857","","168.99","78.72","66.31","393.92","646","1532.65","1156.77","323.31","1717.55","18.3"
"2019-12-23","1168.5","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2019-12-24","1150.5","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2019-12-25","1151.5","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2019-12-26","1142","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2019-12-27","1147","","","","","","","","","","","","","","","","","160.21","75.46","63.4","375.29","632","1557.1","1171.62","315.95","1750.75","18.71"
"2019-12-30","1155","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2019-12-31","1164.5","","","","","","16071.1","33174.2","","14491.4","","12865","14849","","17","8155","14","","","","","","","","","",""
"2020-01-02","1176.5","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2020-01-03","1178.5","","","","","","","","","","","","","","","","","140.29","73.07","62.15","364.84","600","1606.28","1171.83","316.4","1799.04","18.97"
"2020-01-06","1178","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2020-01-07","1191.5","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2020-01-08","1206.5","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2020-01-09","1202.5","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2020-01-10","1208","2526.3","","","","","","","2091.7","","","","","1337.4","","","","157.72","74.81","63.61","379.47","574","1641.94","1148.42","310.8","1846.85","19.59"
"2020-01-13","1209","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2020-01-14","1212","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2020-01-15","1211","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2020-01-16","1224.5","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2020-01-17","1220","","","","","","","","","","","","","","","","","159.27","71.84","63.12","397.68","533","1669.71","1122.11","305.96","1868.4","19.79"
"2020-01-20","1228","5248.4","","","","","","","4233.3","","","","","1301.6","","","","","","","","","","","","",""
"2020-01-21","1226.5","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2020-01-22","1220","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2020-01-23","1213.5","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2020-01-24","","","","","","","","","","","","","","","","","","145.45","60.35","50.59","372.05","532","1686.45","1116.41","298.19","1898.84","20.03"
"2020-01-31","","","","","","","14597.7","","","13308.5","","","","","","","","","","","","561","1389.35","1083.18","","1586.14","18.12"
"2020-02-03","1168.5","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2020-02-04","1198.5","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2020-02-05","1198.5","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2020-02-06","1230.5","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2020-02-07","1231","","","","","","","","","","","","","","","","","131.91","40.37","33.78","303.65","563","1265.27","1077.31","292.79","1448.74","17.12"
"2020-02-10","1224","2207","","","","","","","1982","","","2970","2900","1378","20","7147","","","","","","","","","","",""
"2020-02-11","1264","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2020-02-12","1280","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2020-02-13","1269.5","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2020-02-14","1275.5","","","","","","","","","","","","","","","","","107.24","46.42","40.98","322.3","565","1145.83","1072.58","266.9","1317.1","16.23"
"2020-02-17","1270.5","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2020-02-18","1264","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2020-02-19","1273","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2020-02-20","1279","4550.9","","","","","","","3874.2","","","","","1092.3","","","","","","","","","","","","",""
"2020-02-21","1263.5","","","","","","","","","","","","","","","","","95.03","58.04","50.9","319.96","589","1138.7","1103.06","227.86","1307.29","15.55"
"2020-02-24","1279","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2020-02-25","1276.5","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2020-02-26","1269","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2020-02-27","1264.5","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2020-02-28","1242","","","","","","","","","","","","","","","","","84.66","63.12","55.16","312.17","609","1167.99","1078.63","195.39","1342.51","14.98"
"2020-02-29","","","39438.2","-4","12124.6","-5.7","13912.6","","","12886.6","","","","","","","","","","","","","","","","",""
"2020-03-02","1277.5","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2020-03-03","1271.5","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2020-03-04","1274","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2020-03-05","1261.5","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2020-03-06","1256","","","","","","","","","","","","","","","","","86.24","73.14","63.69","309.21","634","1196.53","1102.88","185.46","1360.3","14.83"
"2020-03-09","1253","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2020-03-10","1258","2507.5","","","","","","","2113.1","","","3330","3270","1138.1","26","7891","","","","","","","","","","",""
"2020-03-11","1257","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2020-03-12","1271.5","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2020-03-13","1290","","","","","","","","","","","","","","","","","109.89","78.27","66.65","291.64","628","1211.25","1127.02","198.03","1375.16","14.84"
"2020-03-16","1275.5","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2020-03-17","1282","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2020-03-18","1273.5","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2020-03-19","1276","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2020-03-20","1254.5","5292.3","","","","","","","4319.6","","","6560","6420","1194.6","25","7965","","123.48","79.1","67.87","297.56","631","1213.69","1135.66","219.85","1370.1","14.74"
"2020-03-23","1243.5","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2020-03-24","1271","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2020-03-25","1260.5","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2020-03-26","1250.5","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2020-03-27","1254","","","","","","","","","","","","","","","","","148.21","78.66","66.93","299.55","613","1198.68","1100.17","227.9","1359.32","14.5"
"2020-03-30","1242","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2020-03-31","1260.5","","61430.5","-1","21553.2","-0.6","16440.7","33726","","14036.7","27000","9176","10571","","22","7460","527","","","","","","","","","",""
"2020-04-01","1243.5","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2020-04-02","1119","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2020-04-03","1210","","","","","","","","","","","","","","","","","144.16","77.43","66.63","325.15","572","1193.17","1074.7","251.29","1354.19","14.4"
"2020-04-07","1088","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2020-04-08","1096.5","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2020-04-09","1103.5","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2020-04-10","1131","2600.1","","","","","","","2090.2","","","3200","3440","1602.4","21","7183","","155.35","81.01","69.41","354.63","552","1176.54","1050.11","268.49","1335.92","14.18"
"2020-04-13","1132","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2020-04-14","1130.5","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2020-04-15","1124","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2020-04-16","1137","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2020-04-17","1136.5","","","","","","","","","","","","","","","","","169.73","79.31","67.74","343.31","570","1182.28","1045.32","293.8","1346.38","14.16"
"2020-04-20","1132","5415","","","","","","","4853","","","6880","6640","1747","21","7285","","","","","","","","","","",""
"2020-04-21","1108","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2020-04-22","1117","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2020-04-23","1100.5","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2020-04-24","1093","","","","","","","","","","","","","","","","","185.87","77.56","67.16","349.67","558","1216.74","1047.41","302.85","1395.31","14.38"
"2020-04-27","1075","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2020-04-28","1035.5","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2020-04-29","1039.5","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2020-04-30","1069","","84322.8","0.7","31376","-0.1","15083.8","32212.1","","13024.5","28100","10560","9930","","22","7478","-6","","","","","","","","","",""
"2020-05-01","","","","","","","","","","","","","","","","","","188.49","78.16","68.69","388.43","517","1231.09","1044.14","304.96","1417.27","14.39"
"2020-05-06","1081","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2020-05-07","1088.5","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2020-05-08","1090","","","","","","","","","","","","","","","","","","","","","489","1243.8","1032.32","317.23","1434.79","14.39"
"2020-05-10","","2563","","","","","","","2064.6","","","3230","3410","1724.9","21","7310","","","","","","","","","","",""
"2020-05-11","1080.5","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2020-05-12","1114.5","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2020-05-13","1113","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2020-05-14","1127","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2020-05-15","1124.5","","","","","","","","","","","","","","","","","217.06","75.72","66.65","426.23","524","1259.71","1045.74","331.94","1451.27","14.43"
"2020-05-18","1139","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2020-05-19","1170.5","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2020-05-20","1160","5249","","","","","","","4175","","","7240","7040","1705","21","7460","","","","","","","","","","",""
"2020-05-21","1165","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2020-05-22","1150","","","","","","","","","","","","","","","","","238.94","75.68","66.57","462.53","470","1299.38","1051.54","328.54","1502.34","15.1"
