date,close,煤炭：国有重点煤矿企业：产量：中国（旬）,原煤：大型煤炭企业：产量累计值（月）,原煤：大型煤炭企业：产量累计同比（月）,洗精煤：大型煤炭企业：产量累计值：中国（月）,洗精煤：大型煤炭企业：产量累计同比：中国（月）,煤矿：国有重点煤矿企业：产量：中国（月）,统计局：中国：工业产品：产量：原煤（月）,煤炭：国有重点煤矿企业：销售数合计：中国（旬）,煤炭：国有重点煤矿企业：销售数合计：中国（月）,煤炭：销量：中国（月）,煤炭：重点发电企业：供应量：中国（旬）,煤炭：重点发电企业：消费量：中国（旬）,煤炭：国有重点煤矿企业：库存：中国（旬）,煤炭：重点发电企业：库存平均可用天数：中国（旬）,煤炭：重点发电企业：库存：中国（旬）,煤炭：重点发电企业：库存同期增减：中国（月）,样本洗煤厂（110家）：精煤：库存：中国（周）,样本洗煤厂（110家）：煤炭：开工率：中国（周）,样本洗煤厂（110家）：精煤：日均产量：中国（周）,样本洗煤厂（110家）：原煤：库存：中国（周）,炼焦煤：进口：港口库存（周）,230家独立焦化厂：炼焦煤：库存：中国（周）,炼焦煤：247家钢厂样本焦化厂：库存：中国（周）,炼焦煤：矿山企业库存：中国（周）,炼焦煤：独立焦化企业：库存：中国（周）,炼焦煤：独立焦化企业：平均可用天数：中国（周）
"2017-07-12","1139","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2017-07-13","1183.5","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2017-07-14","1169.5","","","","","","","","","","","","","","","","","","","","","333.9","1213.29","972.68","215.94","",""
"2017-07-17","1222","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2017-07-18","1243.5","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2017-07-19","1255","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2017-07-20","1240.5","5157","","","","","","","3647","","","6960","7460","2083","18","6345","","","","","","","","","","",""
"2017-07-21","1262","","","","","","","","","","","","","","","","","","","","","297.2","1277.64","973.03","202.38","",""
"2017-07-24","1243","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2017-07-25","1262","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2017-07-26","1269.5","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2017-07-27","1283","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2017-07-28","1271.5","","","","","","","","","","","","","","","","","","","","","287.2","1279.76","978.4","205.6","",""
"2017-07-31","1344","","140773.1","6.9","47746.6","3.6","14789.02","29438.1","","13610.07","29600","11284","11997","","18","5848","731","","","","","","","","","",""
"2017-08-01","1321","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2017-08-02","1339.5","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2017-08-03","1287.5","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2017-08-04","1261","","","","","","","","","","","","","","","","","","","","","300.43","1323.64","1010.12","200.68","",""
"2017-08-07","1242.5","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2017-08-08","1281.5","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2017-08-09","1335.5","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2017-08-10","1334.5","2777","","","","","","","2193","","","3782","4137","1749","18","5437","","","","","","","","","","",""
"2017-08-11","1327.5","","","","","","","","","","","","","","","","","","","","","273.63","1378.54","1023.22","192.84","",""
"2017-08-14","1299.5","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2017-08-15","1334","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2017-08-16","1358","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2017-08-17","1455.5","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2017-08-18","1482.5","","","","","","","","","","","","","","","","","","","","","250.48","1380.8","1024.13","187.3","",""
"2017-08-20","","5036","","","","","","","3917","","","7620","7960","1833","18","5417","","","","","","","","","","",""
"2017-08-21","1472.5","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2017-08-22","1485.5","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2017-08-23","1455","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2017-08-24","1479.5","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2017-08-25","1505.5","","","","","","","","","","","","","","","","","","","","","273","1434.07","1037.92","159.1","",""
"2017-08-28","1471","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2017-08-29","1403","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2017-08-30","1395","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2017-08-31","1419","","161569","7.7","54728.1","3.9","14700.97","29076.9","","13203.36","27800","11873","11935","","18","5663","670","","","","","","","","","",""
"2017-09-01","1442.5","","","","","","","","","","","","","","","","","","","","","223.1","1548.65","1059.05","152.87","",""
"2017-09-04","1396","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2017-09-05","1424.5","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2017-09-06","1394","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2017-09-07","1398","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2017-09-08","1408.5","","","","","","","","","","","","","","","","","","","","","210.3","1515.3","1071.02","138.87","",""
"2017-09-10","","2917","","","","","","","2265","","","3350","3260","1592","18","5710","","","","","","","","","","",""
"2017-09-11","1439","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2017-09-12","1466","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2017-09-13","1428.5","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2017-09-14","1401","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2017-09-15","1315.5","","","","","","","","","","","","","","","","","","","","","174.8","1563.41","1065.93","117.76","",""
"2017-09-18","1280.5","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2017-09-19","1274.5","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2017-09-20","1309.5","5268","","","","","","","3990","","","6960","6620","1577","18","5957","","","","","","","","","","",""
