date,close,苯乙烯：表观消费量环比：中国（月）,苯乙烯：表观消费量同比：中国（月）,苯乙烯：产量同比：中国（周）,苯乙烯：产量：中国（周）,苯乙烯：检修减损量：中国（月）,苯乙烯：开工率：中国（日）,苯乙烯：产能：中国（日）,苯乙烯：产能：中国企业（月）,苯乙烯：表观消费量：中国（月）,苯乙烯：中国企业：产量：新口径（月）,苯乙烯：样本工厂：库存：中国（周）
"2020-01-18","","","","","","","87.67","28350","","","",""
"2020-01-19","","","","","","","87.67","28350","","","",""
"2020-01-20","7515","","","","","","87.67","28350","","","",""
"2020-01-21","7434","","","","","","87.67","28350","","","",""
"2020-01-22","7394","","","","","","87.67","28350","","","",""
"2020-01-23","7282","","","","","","87.67","28350","","","",""
"2020-01-24","","","","1.04","173989.48","","87.67","28350","","","","77719"
"2020-01-25","","","","","","","87.67","28350","","","",""
"2020-01-26","","","","","","","87.32","28350","","","",""
"2020-01-27","","","","","","","87.32","28350","","","",""
"2020-01-28","","","","","","","77.27","31954","","","",""
"2020-01-29","","","","","","","77.24","31954","","","",""
"2020-01-30","","","","","","","77.39","31954","","","",""
"2020-01-31","","","-4.38","0.91","173322.2","","77.39","31954","893266","108.92","754557.29",""
"2020-02-01","","","","","","","78.94","32044","","","",""
"2020-02-02","","","","","","","78.69","32044","","","",""
"2020-02-03","6890","","","","","","78.69","32044","","","",""
"2020-02-04","6865","","","","","","79.18","32044","","","",""
"2020-02-05","6945","","","","","","78.46","32044","","","",""
"2020-02-06","6991","","","","","","78.4","32044","","","",""
"2020-02-07","6971","","","2.52","176092.37","","76.78","32044","","","","118330"
"2020-02-08","","","","","","","75","32044","","","",""
"2020-02-09","","","","","","","75","32044","","","",""
"2020-02-10","6966","","","","","","72.45","32044","","","",""
"2020-02-11","6938","","","","","","72.1","32044","","","",""
"2020-02-12","6868","","","","","","69.79","32044","","","",""
"2020-02-13","6879","","","","","","66.06","32044","","","",""
"2020-02-14","6886","","","-5.38","162519.12","","64.08","32044","","","","161260"
"2020-02-15","","","","","","","63.81","32044","","","",""
"2020-02-16","","","","","","","63.66","32044","","","",""
"2020-02-17","6956","","","","","","62.75","32044","","","",""
"2020-02-18","6938","","","","","","62.75","32044","","","",""
"2020-02-19","7000","","","","","","62.75","32044","","","",""
"2020-02-20","7027","","","","","","61.59","34206","","","",""
"2020-02-21","7044","","","-16.86","142811.6","","61.4","34206","","","","184568"
"2020-02-22","","","","","","","61.4","34206","","","",""
"2020-02-23","","","","","","","60.44","34206","","","",""
"2020-02-24","7024","","","","","","62.64","34206","","","",""
"2020-02-25","7009","","","","","","62.64","34206","","","",""
"2020-02-26","6911","","","","","","62.64","34206","","","",""
"2020-02-27","6840","","","","","","62.73","34206","","","",""
"2020-02-28","6697","","","-13.44","148419.78","","63.32","34206","","","","187160"
"2020-02-29","","","","","","","63.77","34206","950896","89.86","648544.92",""
"2020-03-01","","","","","","","65.06","34206","","","",""
"2020-03-02","6759","","","","","","66.52","34206","","","",""
"2020-03-03","6701","","","","","","66.52","34206","","","",""
"2020-03-04","6759","","","","","","66.52","34206","","","",""
"2020-03-05","6751","","","","","","66.52","34206","","","",""
"2020-03-06","6714","","","-4.3","156742.13","","69.73","34206","","","","176701"
"2020-03-07","","","","","","","70.23","34206","","","",""
"2020-03-08","","","","","","","70.75","34206","","","",""
"2020-03-09","6434","","","","","","70.75","34206","","","",""
"2020-03-10","6276","","","","","","70.75","34206","","","",""
"2020-03-11","6189","","","","","","70.75","34206","","","",""
"2020-03-12","6120","","","","","","70.61","34206","","","",""
"2020-03-13","6083","","","5.79","168834.28","","71.81","34206","","","","155050"
"2020-03-14","","","","","","","73.85","34206","","","",""
"2020-03-15","","","","","","","73.85","34206","","","",""
"2020-03-16","5943","","","","","","73.81","34206","","","",""
"2020-03-17","5776","","","","","","72.61","34206","","","",""
"2020-03-18","5400","","","","","","74.07","34206","","","",""
"2020-03-19","5061","","","","","","71.24","34206","","","",""
"2020-03-20","5177","","","7.1","174889.28","","66.03","34206","","","","166960"
"2020-03-21","","","","","","","63.69","34206","","","",""
"2020-03-22","","","","","","","63.69","34206","","","",""
"2020-03-23","4832","","","","","","62.55","34206","","","",""
"2020-03-24","4783","","","","","","61.16","34206","","","",""
"2020-03-25","4561","","","","","","61.97","34206","","","",""
"2020-03-26","4612","","","","","","63.14","34206","","","",""
"2020-03-27","4645","","","-8.61","151274.28","","63.49","34206","","","","154896"
"2020-03-28","","","","","","","63.37","34206","","","",""
"2020-03-29","","","","","","","63.37","34206","","","",""
"2020-03-30","4341","","","","","","67.08","34206","","","",""
"2020-03-31","4425","","6.32","","","","67.67","34206","1060386","90.43964","719418.24",""
"2020-04-01","4424","","","","","","67.49","34206","","","",""
"2020-04-02","4666","","","","","","66.97","34206","","","",""
"2020-04-03","4884","","","-6.15","157159.28","","67.2","34206","","","","221775"
"2020-04-04","","","","","","","67.33","34206","","","",""
