date,close,PVC：产量：中国（日）,PVC：地方企业：产能利用率：中国（周）,PVC：电石法：开工率：中国（周）,PVC：乙烯法：开工率：中国（周）,PVC：表观消费量：中国（月）,PVC：成交量：中国（日）,PVC：看跌比例：中国（周）,PVC：看升比例：中国（周）,PVC：预售量：中国（周）,PVC：社会库存：中国（周）,PVC型材：开工率：中国（周）,PVC管材：开工率：中国（周）,PVC糊树脂：产量：中国（月）,碳化钙：平均开工率：中国企业（周）,碳化钙：产量：中国（周）,碳化钙：检修减损量：中国（周）
"2016-03-09","5300","","","","","","","","","","","","","","","",""
"2016-03-10","5250","","","","","","","","","","","","","","","",""
"2016-03-11","5260","","72.6","","","","","","","","29.4","","","","","",""
"2016-03-14","5290","","","","","","","","","","","","","","","",""
"2016-03-15","5265","","","","","","","","","","","","","","","",""
"2016-03-16","5375","","","","","","","","","","","","","","","",""
"2016-03-17","5475","","","","","","","","","","","","","","","",""
"2016-03-18","5535","","70.77","","","","","","","","26.4","","","","","",""
"2016-03-21","5490","","","","","","","","","","","","","","","",""
"2016-03-22","5425","","","","","","","","","","","","","","","",""
"2016-03-23","5445","","","","","","","","","","","","","","","",""
"2016-03-24","5310","","","","","","","","","","","","","","","",""
"2016-03-25","5290","","67.09","","","","","","","","26.5","","","","","",""
"2016-03-28","5095","","","","","","","","","","","","","","","",""
"2016-03-29","5020","","","","","","","","","","","","","","","",""
"2016-03-30","5115","","","","","","","","","","","","","","","",""
"2016-03-31","5080","","","","","","","","","","","","","","","",""
"2016-04-01","5185","","69.13","","","","","","","","24.9","","","","","",""
"2016-04-05","5110","","","","","","","","","","","","","","","",""
"2016-04-06","5050","","","","","","","","","","","","","","","",""
"2016-04-07","5040","","","","","","","","","","","","","","","",""
"2016-04-08","4975","","66.43","","","","","","","","23.5","","","","","",""
"2016-04-11","4990","","","","","","","","","","","","","","","",""
"2016-04-12","4985","","","","","","","","","","","","","","","",""
"2016-04-13","4980","","","","","","","","","","","","","","","",""
"2016-04-14","5015","","","","","","","","","","","","","","","",""
"2016-04-15","5020","","68.16","","","","","","","","22.2","","","","","",""
"2016-04-18","4990","","","","","","","","","","","","","","","",""
"2016-04-19","4985","","","","","","","","","","","","","","","",""
"2016-04-20","5060","","","","","","","","","","","","","","","",""
"2016-04-21","5245","","","","","","","","","","","","","","","",""
"2016-04-22","5150","","68.37","","","","","","","","21.7","","","","","",""
"2016-04-25","5240","","","","","","","","","","","","","","","",""
"2016-04-26","5220","","","","","","","","","","","","","","","",""
"2016-04-27","5270","","","","","","","","","","","","","","","",""
"2016-04-28","5255","","","","","","","","","","","","","","","",""
"2016-04-29","5285","","70.09","","","","","","","","21.2","","","","","",""
"2016-05-03","5160","","","","","","","","","","","","","","","",""
"2016-05-04","5080","","","","","","","","","","","","","","","",""
"2016-05-05","5055","","","","","","","","","","","","","","","",""
"2016-05-06","5080","","70.27","","","","","","","","21.8","","","","","",""
"2016-05-09","5040","","","","","","","","","","","","","","","",""
"2016-05-10","5055","","","","","","","","","","","","","","","",""
"2016-05-11","5085","","","","","","","","","","","","","","","",""
"2016-05-12","5095","","","","","","","","","","","","","","","",""
"2016-05-13","5070","","68.78","","","","","","","","21.5","","","","","",""
"2016-05-16","5045","","","","","","","","","","","","","","","",""
"2016-05-17","5060","","","","","","","","","","","","","","","",""
"2016-05-18","5090","","","","","","","","","","","","","","","",""
"2016-05-19","5145","","","","","","","","","","","","","","","",""
"2016-05-20","5210","","72.04","","","","","","","","21","","","","","",""
"2016-05-23","5150","","","","","","","","","","","","","","","",""
"2016-05-24","5095","","","","","","","","","","","","","","","",""
"2016-05-25","5110","","","","","","","","","","","","","","","",""
"2016-05-26","5095","","","","","","","","","","","","","","","",""
"2016-05-27","5045","","73.96","","","","","","","","20","","","","","",""
"2016-05-30","5130","","","","","","","","","","","","","","","",""
"2016-05-31","5155","","","","","","","","","","","","","","","",""
"2016-06-01","5180","","","","","","","","","","","","","","","",""
"2016-06-02","5170","","","","","","","","","","","","","","","",""
"2016-06-03","5150","","73.96","","","","","","","","16.7","","","","","",""
"2016-06-06","5155","","","","","","","","","","","","","","","",""
"2016-06-07","5170","","","","","","","","","","","","","","","",""
"2016-06-08","5115","","","","","","","","","","","","","","","",""
"2016-06-10","","","70.87","","","","","","","","16.62","","","","","",""
"2016-06-13","5050","","","","","","","","","","","","","","","",""
"2016-06-14","5020","","","","","","","","","","","","","","","",""
"2016-06-15","5020","","","","","","","","","","","","","","","",""
"2016-06-16","5025","","","","","","","","","","","","","","","",""
"2016-06-17","5090","","72.04","","","","","","","","16.13","","","","","",""
"2016-06-20","5225","","","","","","","","","","","","","","","",""
"2016-06-21","5280","","","","","","","","","","","","","","","",""
"2016-06-22","5360","","","","","","","","","","","","","","","",""
"2016-06-23","5485","","","","","","","","","","","","","","","",""
"2016-06-24","5505","","74.28","","","","","","","","16.4","","","","","",""
"2016-06-27","5665","","","","","","","","","","","","","","","",""
"2016-06-28","5715","","","","","","","","","","","","","","","",""
"2016-06-29","5675","","","","","","","","","","","","","","","",""
"2016-06-30","5715","","","","","","","","","","","","","","","",""
"2016-07-01","5760","","74.43","","","","","","","","17.1","","","","","",""
"2016-07-04","5860","","","","","","","","","","","","","","","",""
"2016-07-05","5795","","","","","","","","","","","","","","","",""
"2016-07-06","5745","","","","","","","","","","","","","","","",""
"2016-07-07","5715","","","","","","","","","","","","","","","",""
"2016-07-08","5640","","74.43","","","","","","","","17.6","","","","","",""
"2016-07-11","5685","","","","","","","","","","","","","","","",""
"2016-07-12","5805","","","","","","","","","","","","","","","",""
"2016-07-13","5725","","","","","","","","","","","","","","","",""
"2016-07-14","5745","","","","","","","","","","","","","","","",""
"2016-07-15","5770","","71.22","","","","","","","","17.8","","","","","",""
"2016-07-18","5730","","","","","","","","","","","","","","","",""
"2016-07-19","5700","","","","","","","","","","","","","","","",""
"2016-07-20","5665","","","","","","","","","","","","","","","",""
"2016-07-21","5775","","","","","","","","","","","","","","","",""
"2016-07-22","5705","","67.51","","","","","","","","17.8","","","","","",""
"2016-07-25","5665","","","","","","","","","","","","","","","",""
"2016-07-26","5610","","","","","","","","","","","","","","","",""
"2016-07-27","5590","","","","","","","","","","","","","","","",""
"2016-07-28","5700","","","","","","","","","","","","","","","",""
"2016-07-29","5610","","68.95","","","","","","","","18.4","","","","","",""
"2016-08-01","5730","","","","","","","","","","","","","","","",""
"2016-08-02","5700","","","","","","","","","","","","","","","",""
"2016-08-03","5825","","","","","","","","","","","","","","","",""
"2016-08-04","5840","","","","","","","","","","","","","","","",""
"2016-08-05","5810","","68.95","","","","","","","","18.9","","","","","",""
"2016-08-08","5970","","","","","","","","","","","","","","","",""
"2016-08-09","5995","","","","","","","","","","","","","","","",""
"2016-08-10","5940","","","","","","","","","","","","","","","",""
"2016-08-11","5955","","","","","","","","","","","","","","","",""
"2016-08-12","5950","","67.75","","","","","","","","18.6","","","","","",""
"2016-08-15","5955","","","","","","","","","","","","","","","",""
"2016-08-16","5950","","","","","","","","","","","","","","","",""
"2016-08-17","5865","","","","","","","","","","","","","","","",""
"2016-08-18","5845","","","","","","","","","","","","","","","",""
"2016-08-19","5860","","67.57","","","","","","","","18","","","","","",""
"2016-08-22","5895","","","","","","","","","","","","","","","",""
"2016-08-23","5865","","","","","","","","","","","","","","","",""
"2016-08-24","5830","","","","","","","","","","","","","","","",""
"2016-08-25","5570","","","","","","","","","","","","","","","",""
"2016-08-26","5550","","67.58","","","","","","","","17.7","","","","","",""
"2016-08-29","5505","","","","","","","","","","","","","","","",""
"2016-08-30","5545","","","","","","","","","","","","","","","",""
"2016-08-31","5470","","","","","","","","","","","","","","","",""
"2016-09-01","5470","","","","","","","","","","","","","","","",""
"2016-09-02","5470","","69.12","","","","","","","","17.5","","","","","",""
"2016-09-05","5480","","","","","","","","","","","","","","","",""
"2016-09-06","5610","","","","","","","","","","","","","","","",""
"2016-09-07","5570","","","","","","","","","","","","","","","",""
"2016-09-08","5610","","","","","","","","","","","","","","","",""
"2016-09-09","5660","","70","","","","","","","","17.6","","","","","",""
"2016-09-12","5675","","","","","","","","","","","","","","","",""
"2016-09-13","5665","","","","","","","","","","","","","","","",""
"2016-09-14","5735","","","","","","","","","","","","","","","",""
"2016-09-16","","","71.98","","","","","","","","15.8","","","","","",""
"2016-09-19","5910","","","","","","","","","","","","","","","",""
"2016-09-20","5935","","","","","","","","","","","","","","","",""
"2016-09-21","5980","","","","","","","","","","","","","","","",""
"2016-09-22","6015","","","","","","","","","","","","","","","",""
"2016-09-23","5980","","75.96","","","","","","","","13.5","","","","","",""
"2016-09-26","5965","","","","","","","","","","","","","","","",""
"2016-09-27","5965","","","","","","","","","","","","","","","",""
"2016-09-28","5950","","","","","","","","","","","","","","","",""
"2016-09-29","5960","","","","","","","","","","","","","","","",""
"2016-09-30","6020","","75.96","","","","","","","","10.5","","","","","",""
"2016-10-07","","","74.44","","","","","","","","11.2","","","","","",""
"2016-10-10","6185","","","","","","","","","","","","","","","",""
"2016-10-11","6295","","","","","","","","","","","","","","","",""
"2016-10-12","6335","","","","","","","","","","","","","","","",""
"2016-10-13","6325","","","","","","","","","","","","","","","",""
"2016-10-14","6355","","74.18","","","","","","","","11.2","","","","","",""
"2016-10-17","6500","","","","","","","","","","","","","","","",""
"2016-10-18","6500","","","","","","","","","","","","","","","",""
"2016-10-19","6590","","","","","","","","","","","","","","","",""
"2016-10-20","6645","","","","","","","","","","","","","","","",""
"2016-10-21","6590","","74.99","","","","","","","","10.5","","","","","",""
"2016-10-24","6750","","","","","","","","","","","","","","","",""
"2016-10-25","6875","","","","","","","","","","","","","","","",""
"2016-10-26","6835","","","","","","","","","","","","","","","",""
"2016-10-27","6885","","","","","","","","","","","","","","","",""
"2016-10-28","7135","","74.85","","","","","","","","11.3","","","","","",""
"2016-10-31","7380","","","","","","","","","","","","","","","",""
"2016-11-01","7335","","","","","","","","","","","","","","","",""
"2016-11-02","7300","","","","","","","","","","","","","","","",""
"2016-11-03","7435","","","","","","","","","","","","","","","",""
"2016-11-04","7375","","73.54","","","","","","","","9.9","","","","","",""
"2016-11-07","7415","","","","","","","","","","","","","","","",""
"2016-11-08","7690","","","","","","","","","","","","","","","",""
"2016-11-09","7950","","","","","","","","","","","","","","","",""
"2016-11-10","7835","","","","","","","","","","","","","","","",""
"2016-11-11","8040","","72.54","","","","","","","","9.55","","","","","",""
"2016-11-14","7925","","","","","","","","","","","","","","","",""
"2016-11-15","7915","","","","","","","","","","","","","","","",""
"2016-11-16","7955","","","","","","","","","","","","","","","",""
"2016-11-17","7785","","","","","","","","","","","","","","","",""
"2016-11-18","7415","","77.17","","","","","","","","7.1","","","","","",""
"2016-11-21","7395","","","","","","","","","","","","","","","",""
"2016-11-22","7535","","","","","","","","","","","","","","","",""
"2016-11-23","7405","","","","","","","","","","","","","","","",""
"2016-11-24","7440","","","","","","","","","","","","","","","",""
"2016-11-25","7305","","77.85","","","","","","","","7.2","","","","","",""
"2016-11-28","7275","","","","","","","","","","","","","","","",""
"2016-11-29","7180","","","","","","","","","","","","","","","",""
"2016-11-30","7020","","","","","","","","","","","","","","","",""
"2016-12-01","6975","","","","","","","","","","","","","","","",""
"2016-12-02","6750","","77.95","","","","","","","","9.7","","","","","",""
"2016-12-05","6820","","","","","","","","","","","","","","","",""
"2016-12-06","6810","","","","","","","","","","","","","","","",""
"2016-12-07","7040","","","","","","","","","","","","","","","",""
"2016-12-08","7135","","","","","","","","","","","","","","","",""
"2016-12-09","6960","","77.68","","","","","","","","11.72","","","","","",""
"2016-12-12","7010","","","","","","","","","","","","","","","",""
"2016-12-13","6940","","","","","","","","","","","","","","","",""
"2016-12-14","6800","","","","","","","","","","","","","","","",""
"2016-12-15","6735","","","","","","","","","","","","","","","",""
"2016-12-16","6490","","78.23","","","","","","","","15.1","","","","","",""
"2016-12-19","6290","","","","","","","","","","","","","","","",""
"2016-12-20","6215","","","","","","","","","","","","","","","",""
"2016-12-21","6310","","","","","","","","","","","","","","","",""
"2016-12-22","6335","","","","","","","","","","","","","","","",""
"2016-12-23","6360","","78.23","","","","","","","","20","","","","","",""
"2016-12-26","6395","","","","","","","","","","","","","","","",""
"2016-12-27","6345","","","","","","","","","","","","","","","",""
"2016-12-28","6195","","","","","","","","","","","","","","","",""
"2016-12-29","6245","","","","","","","","","","","","","","","",""
"2016-12-30","6210","","76.89","","","","","","","","20.2","","","","","",""
"2017-01-03","6025","","","","","","","","","","","","","","","",""
"2017-01-04","6135","","","","","","","","","","","","","","","",""
"2017-01-05","6125","","","","","","","","","","","","","","","",""
"2017-01-06","6135","","76.83","","","","","","","","21","","","","","",""
"2017-01-09","6380","","","","","","","","","","","","","","","",""
"2017-01-10","6390","","","","","","","","","","","","","","","",""
"2017-01-11","6410","","","","","","","","","","","","","","","",""
"2017-01-12","6430","","","","","","","","","","","","","","","",""
"2017-01-13","6470","","78.26","","","","","","","","23.7","","","","","",""
"2017-01-16","6550","","","","","","","","","","","","","","","",""
"2017-01-17","6430","","","","","","","","","","","","","","","",""
"2017-01-18","6480","","","","","","","","","","","","","","","",""
"2017-01-19","6585","","","","","","","","","","","","","","","",""
"2017-01-20","6540","","78.17","","","","","","","","23.5","","","","","",""
"2017-01-23","6520","","","","","","","","","","","","","","","",""
"2017-01-24","6490","","","","","","","","","","","","","","","",""
"2017-01-25","6560","","","","","","","","","","","","","","","",""
"2017-01-26","6575","","","","","","","","","","","","","","","",""
"2017-01-27","","","78.17","","","","","","","","26","","","","","",""
"2017-01-31","","","","","","","","","","","","","","9.487267129","","",""
"2017-02-03","6800","","78.38","","","","","","","","30","","","","","",""
"2017-02-06","6810","","","","","","","","","","","","","","","",""
"2017-02-07","6845","","","","","","","","","","","","","","","",""
"2017-02-08","6790","","","","","","","","","","","","","","","",""
"2017-02-09","6810","","","","","","","","","","","","","","","",""
"2017-02-10","6875","","78.72","","","","","","","","31.5","","","","","",""
"2017-02-13","6920","","","","","","","","","","","","","","","",""
"2017-02-14","6940","","","","","","","","","","","","","","","",""
"2017-02-15","6750","","","","","","","","","","","","","","","",""
"2017-02-16","6755","","","","","","","","","","","","","","","",""
"2017-02-17","6680","","77.35","","","","","","","","31.5","","","","","",""
"2017-02-20","6710","","","","","","","","","","","","","","","",""
"2017-02-21","6515","","","","","","","","","","","","","","","",""
"2017-02-22","6495","","","","","","","","","","","","","","","",""
"2017-02-23","6360","","","","","","","","","","","","","","","",""
"2017-02-24","6450","","78.05","","","","","","","","34","","","","","",""
"2017-02-27","6510","","","","","","","","","","","","","","","",""
"2017-02-28","6405","","","","","","","","","","","","","8.295705461","","",""
"2017-03-01","6440","","","","","","","","","","","","","","","",""
"2017-03-02","6465","","","","","","","","","","","","","","","",""
"2017-03-03","6595","","75.93","","","","","","","","31","","","","","",""
"2017-03-06","6670","","","","","","","","","","","","","","","",""
"2017-03-07","6675","","","","","","","","","","","","","","","",""
"2017-03-08","6410","","","","","","","","","","","","","","","",""
"2017-03-09","6490","","","","","","","","","","","","","","","",""
"2017-03-10","6405","","74.63","","","","","","","","30.5","","","","","",""
"2017-03-13","6440","","","","","","","","","","","","","","","",""
"2017-03-14","6560","","","","","","","","","","","","","","","",""
"2017-03-15","6565","","","","","","","","","","","","","","","",""
"2017-03-16","6670","","","","","","","","","","","","","","","",""
"2017-03-17","6655","","76.67","","","","","","","","29.5","","","","","",""
"2017-03-20","6570","","","","","","","","","","","","","","","",""
"2017-03-21","6415","","","","","","","","","","","","","","","",""
"2017-03-22","6345","","","","","","","","","","","","","","","",""
"2017-03-23","6335","","","","","","","","","","","","","","","",""
"2017-03-24","6265","","75.43","","","","","","","","30.4","","","","","",""
"2017-03-27","6170","","","","","","","","","","","","","","","",""
"2017-03-28","6200","","","","","","","","","","","","","","","",""
"2017-03-29","6250","","","","","","","","","","","","","","","",""
"2017-03-30","6155","","","","","","","","","","","","","","","",""
"2017-03-31","6115","","75.32","","","","","","","","20.6","","","8.529352627","","",""
"2017-04-05","6265","","","","","","","","","","","","","","","",""
"2017-04-06","6205","","","","","","","","","","","","","","","",""
"2017-04-07","6030","","78.13","","","","","","","","20.4","","","","","",""
"2017-04-10","6035","","","","","","","","","","","","","","","",""
"2017-04-11","5970","","","","","","","","","","","","","","","",""
"2017-04-12","5900","","","","","","","","","","","","","","","",""
"2017-04-13","5785","","","","","","","","","","","","","","","",""
"2017-04-14","5665","","75.96","","","","","","","","31.5","","","","","",""
"2017-04-17","5640","","","","","","","","","","","","","","","",""
"2017-04-18","5540","","","","","","","","","","","","","","","",""
"2017-04-19","5530","","","","","","","","","","","","","","","",""
"2017-04-20","5610","","","","","","","","","","","","","","","",""
"2017-04-21","5660","","76.16","","","","","","","","30.2","","","","","",""
"2017-04-24","5600","","","","","","","","","","","","","","","",""
"2017-04-25","5535","","","","","","","","","","","","","","","",""
"2017-04-26","5560","","","","","","","","","","","","","","","",""
"2017-04-27","5770","","","","","","","","","","","","","","","",""
"2017-04-28","5880","","76.71","","","","","","","","30.2","","","","","",""
"2017-04-30","","","","","","","","","","","","","","7.848108506","","",""
"2017-05-02","5835","","","","","","","","","","","","","","","",""
"2017-05-03","5775","","","","","","","","","","","","","","","",""
"2017-05-04","5605","","","","","","","","","","","","","","","",""
"2017-05-05","5615","","75.34","","","","","","","","28","","","","","",""
"2017-05-08","5650","","","","","","","","","","","","","","","",""
"2017-05-09","5810","","","","","","","","","","","","","","","",""
"2017-05-10","5695","","","","","","","","","","","","","","","",""
"2017-05-11","5830","","","","","","","","","","","","","","","",""
"2017-05-12","5725","","72.79","","","","","","","","25","","","","","",""
"2017-05-15","5950","","","","","","","","","","","","","","","",""
"2017-05-16","5980","","","","","","","","","","","","","","","",""
"2017-05-17","5960","","","","","","","","","","","","","","","",""
"2017-05-18","6115","","","","","","","","","","","","","","","",""
"2017-05-19","6210","","69.28","","","","","","","","24.7","","","","","",""
"2017-05-22","6220","","","","","","","","","","","","","","","",""
"2017-05-23","6155","","","","","","","","","","","","","","","",""
"2017-05-24","6035","","","","","","","","","","","","","","","",""
"2017-05-25","6040","","","","","","","","","","","","","","","",""
"2017-05-26","5955","","73.51","","","","","","","","23.1","","","","","",""
"2017-05-31","5935","","","","","","","","","","","","","8.498769859","","",""
"2017-06-01","6150","","","","","","","","","","","","","","","",""
"2017-06-02","5875","","75.26","","","","","","","","21.5","","","","","",""
"2017-06-05","5845","","","","","","","","","","","","","","","",""
"2017-06-06","5845","","","","","","","","","","","","","","","",""
"2017-06-07","5860","","","","","","","","","","","","","","","",""
"2017-06-08","5875","","","","","","","","","","","","","","","",""
"2017-06-09","5880","","71.21","","","","","","","","18.5","","","","","",""
"2017-06-12","6070","","","","","","","","","","","","","","","",""
"2017-06-13","5995","","","","","","","","","","","","","","","",""
"2017-06-14","5975","","","","","","","","","","","","","","","",""
"2017-06-15","5890","","","","","","","","","","","","","","","",""
"2017-06-16","5880","","71.21","","","","","","","","19.1","","","","","",""
"2017-06-19","5825","","","","","","","","","","","","","","","",""
"2017-06-20","5825","","","","","","","","","","","","","","","",""
"2017-06-21","5900","","","","","","","","","","","","","","","",""
"2017-06-22","5900","","","","","","","","","","","","","","","",""
"2017-06-23","6060","","75.88","","","","","","","","18.7","","","","","",""
"2017-06-26","6145","","","","","","","","","","","","","","","",""
"2017-06-27","6195","","","","","","","","","","","","","","","",""
"2017-06-28","6175","","","","","","","","","","","","","","","",""
"2017-06-29","6330","","","","","","","","","","","","","","","",""
"2017-06-30","6370","","75.53","","","","","","","","18","","","8.272250033","","",""
"2017-07-03","6390","","","","","","","","","","","","","","","",""
"2017-07-04","6305","","","","","","","","","","","","","","","",""
"2017-07-05","6470","","","","","","","","","","","","","","","",""
"2017-07-06","6560","","","","","","","","","","","","","","","",""
"2017-07-07","6610","","76.03","","","","","","","","16.4","","","","","",""
"2017-07-10","6605","","","","","","","","","","","","","","","",""
"2017-07-11","6675","","","","","","","","","","","","","","","",""
"2017-07-12","6590","","","","","","","","","","","","","","","",""
"2017-07-13","6620","","","","","","","","","","","","","","","",""
"2017-07-14","6555","","74.65","","","","","","","","16.5","","","","","",""
"2017-07-17","6545","","","","","","","","","","","","","","","",""
"2017-07-18","6640","","","","","","","","","","","","","","","",""
"2017-07-19","6785","","","","","","","","","","","","","","","",""
"2017-07-20","6790","","","","","","","","","","","","","","","",""
"2017-07-21","6860","","71.54","","","","","","","","16.1","","","","","",""
"2017-07-24","6830","","","","","","","","","","","","","","","",""
"2017-07-25","6865","","","","","","","","","","","","","","","",""
"2017-07-26","6800","","","","","","","","","","","","","","","",""
"2017-07-27","6910","","","","","","","","","","","","","","","",""
"2017-07-28","6830","","74.72","","","","","","","","15.9","","","","","",""
"2017-07-31","6835","","","","","","","","","","","","","8.291040293","","",""
"2017-08-01","6890","","","","","","","","","","","","","","","",""
"2017-08-02","7135","","","","","","","","","","","","","","","",""
"2017-08-03","7090","","","","","","","","","","","","","","","",""
"2017-08-04","7370","","74.13","","","","","","","","15","","","","","",""
"2017-08-07","7355","","","","","","","","","","","","","","","",""
"2017-08-08","7465","","","","","","","","","","","","","","","",""
"2017-08-09","7540","","","","","","","","","","","","","","","",""
"2017-08-10","7530","","","","","","","","","","","","","","","",""
"2017-08-11","7265","","72.27","","","","","","","","14.4","","","","","",""
"2017-08-14","7220","","","","","","","","","","","","","","","",""
"2017-08-15","7035","","","","","","","","","","","","","","","",""
"2017-08-16","7005","","","","","","","","","","","","","","","",""
"2017-08-17","7120","","","","","","","","","","","","","","","",""
"2017-08-18","7310","","72.12","","","","","","","","14","","","","","",""
"2017-08-21","7360","","","","","","","","","","","","","","","",""
"2017-08-22","7440","","","","","","","","","","","","","","","",""
"2017-08-23","7265","","","","","","","","","","","","","","","",""
"2017-08-24","7355","","","","","","","","","","","","","","","",""
"2017-08-25","7480","","72.72","","","","","","","","13.8","","","","","",""
"2017-08-28","7505","","","","","","","","","","","","","","","",""
"2017-08-29","7510","","","","","","","","","","","","","","","",""
"2017-08-30","7515","","","","","","","","","","","","","","","",""
"2017-08-31","7620","","","","","","","","","","","","","9.069475414","","",""
"2017-09-01","7835","","69.62","","","","","","","","15","","","","","",""
"2017-09-04","7755","","","","","","","","","","","","","","","",""
"2017-09-05","7880","","","","","","","","","","","","","","","",""
"2017-09-06","7815","","","","","","","","","","","","","","","",""
"2017-09-07","7625","","","","","","","","","","","","","","","",""
"2017-09-08","7545","","65.97","","","","","","","","15.8","","","","","",""
"2017-09-11","7550","","","","","","","","","","","","","","","",""
"2017-09-12","7665","","","","","","","","","","","","","","","",""
"2017-09-13","7345","","","","","","","","","","","","","","","",""
"2017-09-14","7275","","","","","","","","","","","","","","","",""
"2017-09-15","7140","","67.08","","","","","","","","16.6","","","","","",""
"2017-09-18","7165","","","","","","","","","","","","","","","",""
"2017-09-19","7005","","","","","","","","","","","","","","","",""
"2017-09-20","6940","","","","","","","","","","","","","","","",""
"2017-09-21","6765","","","","","","","","","","","","","","","",""
"2017-09-22","6755","","66.5","","","","","","","","17.4","","","","","",""
"2017-09-25","6765","","","","","","","","","","","","","","","",""
"2017-09-26","6855","","","","","","","","","","","","","","","",""
"2017-09-27","6830","","","","","","","","","","","","","","","",""
"2017-09-28","6620","","","","","","","","","","","","","","","",""
"2017-09-29","6690","","66.5","","","","","","","","16.6","","","","","",""
"2017-09-30","","","","","","","","","","","","","","9.792706047","","",""
"2017-10-06","","","68.23","","","","","","","","17","","","","","",""
"2017-10-09","6450","","","","","","","","","","","","","","","",""
"2017-10-10","6375","","","","","","","","","","","","","","","",""
"2017-10-11","6390","","","","","","","","","","","","","","","",""
"2017-10-12","6420","","","","","","","","","","","","","","","",""
"2017-10-13","6490","","74.35","","","","","","","","17.7","","","","","",""
"2017-10-16","6410","","","","","","","","","","","","","","","",""
"2017-10-17","6415","","","","","","","","","","","","","","","",""
"2017-10-18","6420","","","","","","","","","","","","","","","",""
"2017-10-19","6315","","","","","","","","","","","","","","","",""
"2017-10-20","6530","","74.35","","","","","","","","18.8","","","","","",""
"2017-10-23","6490","","","","","","","","","","","","","","","",""
"2017-10-24","6520","","","","","","","","","","","","","","","",""
"2017-10-25","6460","","","","","","","","","","","","","","","",""
"2017-10-26","6410","","","","","","","","","","","","","","","",""
"2017-10-27","6435","","71.21","","","","","","","","17.9","","","","","",""
"2017-10-30","6580","","","","","","","","","","","","","","","",""
"2017-10-31","6340","","","","","","","","","","","","","8.314625309","","",""
"2017-11-01","6235","","","","","","","","","","","","","","","",""
"2017-11-02","6325","","","","","","","","","","","","","","","",""
"2017-11-03","6315","","74.97","","","","","","","","18.1","","","","","",""
"2017-11-06","6455","","","","","","","","","","","","","","","",""
"2017-11-07","6460","","","","","","","","","","","","","","","",""
"2017-11-08","6435","","","","","","","","","","","","","","","",""
"2017-11-09","6380","","","","","","","","","","","","","","","",""
"2017-11-10","6410","","75.43","","","","","","","","17.95","","","","","",""
"2017-11-13","6375","","","","","","","","","","","","","","","",""
"2017-11-14","6320","","","","","","","","","","","","","","","",""
"2017-11-15","6035","","","","","","","","","","","","","","","",""
"2017-11-16","5930","","","","","","","","","","","","","","","",""
"2017-11-17","6005","","74.84","","","","","","","","17.3","","","","","",""
"2017-11-20","6015","","","","","","","","","","","","","","","",""
"2017-11-21","5990","","","","","","","","","","","","","","","",""
"2017-11-22","6220","","","","","","","","","","","","","","","",""
"2017-11-23","6270","","","","","","","","","","","","","","","",""
"2017-11-24","6290","","74.53","","","","","","","","18.4","","","","","",""
"2017-11-27","6140","","","","","","","","","","","","","","","",""
"2017-11-28","6155","","","","","","","","","","","","","","","",""
"2017-11-29","6155","","","","","","","","","","","","","","","",""
"2017-11-30","6105","","","","","","","","","","","","","8.950124865","","",""
"2017-12-01","6300","","74.63","","","","","","","","17.5","","","","","",""
"2017-12-04","6470","","","","","","","","","","","","","","","",""
"2017-12-05","6435","","","","","","","","","","","","","","","",""
"2017-12-06","6645","","","","","","","","","","","","","","","",""
"2017-12-07","6430","","","","","","","","","","","","","","","",""
"2017-12-08","6775","","75.55","","","","","","","","17.8","","","","","",""
"2017-12-11","6755","","","","","","","","","","","","","","","",""
"2017-12-12","6755","","","","","","","","","","","","","","","",""
"2017-12-13","6670","","","","","","","","","","","","","","","",""
"2017-12-14","6620","","","","","","","","","","","","","","","",""
"2017-12-15","6625","","76.07","","","","","","","","17.7","","","","","",""
"2017-12-18","6685","","","","","","","","","","","","","","","",""
"2017-12-19","6715","","","","","","","","","","","","","","","",""
"2017-12-20","6720","","","","","","","","","","","","","","","",""
"2017-12-21","6570","","","","","","","","","","","","","","","",""
"2017-12-22","6635","","77.53","","","","","","","","19.3","","","","","",""
"2017-12-25","6550","","","","","","","","","","","","","","","",""
"2017-12-26","6695","","","","","","","","","","","","","","","",""
"2017-12-27","6595","","","","","","","","","","","","","","","",""
"2017-12-28","6590","","","","","","","","","","","","","","","",""
"2017-12-29","6655","","76.3","","","","","","","","19.2","","","","","",""
"2017-12-31","","","","","","","","","","","","","","7.550574456","","",""
"2018-01-02","6780","","","","","","","","","","","","","","","",""
"2018-01-03","6770","","","","","","","","","","","","","","","",""
"2018-01-04","6825","","","","","","","","","","","","","","","",""
"2018-01-05","6830","","76.3","","","","","","","","19.7","","","","","",""
"2018-01-08","6830","","","","","","","","","","","","","","","",""
"2018-01-09","6795","","","","","","","","","","","","","","","",""
"2018-01-10","6760","","","","","","","","","","","","","","","",""
"2018-01-11","6740","","","","","","","","","","","","","","","",""
"2018-01-12","6825","","77.86","","","","","","","","19.9","","","","","",""
"2018-01-15","6810","","","","","","","","","","","","","","","",""
"2018-01-16","6630","","","","","","","","","","","","","","","",""
"2018-01-17","6570","","","","","","","","","","","","","","","",""
"2018-01-18","6625","","","","","","","","","","","","","","","",""
"2018-01-19","6670","","77.98","","","","","","","","21.15","","","","","",""
