date,close,澳洲&巴西铁矿石：发货量：19个港口（周）,铁矿：澳大利亚产：发货量合计：19个港口：澳大利亚→中国（周）,铁矿：发货量：FMG→中国（周）,铁矿：发货量：BHP→中国（周）,铁矿：发货量：力拓→中国（周）,铁矿：发货量：巴西：淡水河谷（周）,铁矿：到港量：45个港口（周）,铁矿：船舶到港量：45个港口（周）,铁矿：出口数量合计：中国（月）,铁矿：进口数量合计：中国（月）,烧结用矿粉：出口数量合计：中国（月）,烧结用矿粉：进口数量合计：中国（月）,块矿：出口数量合计：中国（月）,块矿：进口数量合计：中国（月）,已烧结的铁矿砂及其精矿：出口数量合计：中国（月）,已烧结的铁矿砂及其精矿：进口数量合计：中国（月）,铁精粉：出口数量合计：中国（月）,铁精粉：进口数量合计：中国（月）,未烧结的铁矿砂及其精矿：出口数量合计：中国（月）,未烧结的铁矿砂及其精矿：进口数量合计：中国（月）,铁矿：进口数量初值：中国（月）,铁矿：进口数量终值：中国（月）,铁矿：出口数量：巴西→中国（月）,铁矿：出口数量：澳大利亚→中国（月）,铁矿：进口数量：中国→巴西（月）,铁矿：进口数量：中国→澳大利亚（月）,186家矿山企业（363座矿山）：产能利用率（周）,186家矿山企业（363座矿山）：铁精粉：产量（周）,铁矿：采剥掘量合计：重点企业（月）,成品铁矿石：产量：重点企业（月）,铁精矿：产量：重点企业（月）,铁矿：产量：重点企业（月）,统计局：中国：工业产品：产量：原矿（月）,铁矿：进口：日均消耗量：247家钢铁企业（周）,烧结用矿粉：进口：日均消耗量：114家钢铁企业（周）,烧结用矿粉：国产：日均消耗量：114家钢铁企业（周）,铁矿：进口：日均疏港量合计：45个港口（周）,铁矿：成交量合计：中国主要港口（日）,铁矿：现货日均成交量合计：贸易商：中国主要港口（周）,块矿：入炉比：114家钢铁企业（周）,球团：入炉比：114家钢铁企业（周）,烧结矿：进口：配比：114家钢铁企业（周）,烧结矿：入炉比：114家钢铁企业（周）,烧结矿：入炉品位：114家钢铁企业（周）,铁矿：远期现货累计成交量（日）,126家矿山企业（266座矿山）：铁精粉：库存：中国（周）,烧结用矿粉：进口：库存：114家钢铁企业（周）,铁矿：进口：库存消费比：247家钢铁企业（周）,铁矿：进口：库存：247家钢铁企业（周）,烧结用矿粉：国产：库存：64家钢厂（周）,烧结用矿粉：进口：库存消费比：64家钢厂（周）,铁矿：进口：平均可用天数：64家钢厂（周）,铁矿：进口：库存：45个港口（日）,铁精粉：库存：45个港口（周）,球团：进口：库存：45个港口（周）,块矿：库存：45个港口（周）,粗粉：进口：库存：45个港口（周）,铁矿：澳大利亚产：库存：45个港口（周）,铁矿：巴西产：库存：45个港口（周）,贸易矿：进口：库存：45个港口（周）,铁矿：进口：压港量合计：45个港口（周）,铁矿：进口：堆场容积合计：45个港口（周）,中国：铁矿：修正产量（月）
"2015-12-18","","","","176.1","417.7","462.2","686","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","52.4","","","","","","","","","","","","","","","","","","","","","","","",""
"2015-12-25","","","","290.2","357.3","740.3","664.7","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","255","","49.2","","","","","","","","","","","50.93","","22","9743","666","658","1420","6999","4702","2289","2932","","",""
"2015-12-31","","","","","","","","","","78408.284","96269521.039","180","70141157.847","225","16479848.066","78001.984","1945916.406","1.3","7702598.72","406.3","94323604.633","9627","9627","21682276.557","55995107","","","","","8210.98","892.24","845.84","2539.49","11967.2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","11967.2"
"2016-01-01","","","","248.3","257.5","499","617.4","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","264","","64.75","","","","","","","","","","","","","","9608","683","662","1363","6900","4604","2324","2877","","",""
"2016-01-04","321.5","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2016-01-05","324.5","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2016-01-06","318.5","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2016-01-07","320","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2016-01-08","311.5","","","331.5","323.2","370.8","403.1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","254","","46","","","","","","","","","","","50.41","","24","9906","778","734","1332","7062","4717","2477","2990","","",""
"2016-01-11","305.5","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2016-01-12","300.5","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2016-01-13","300.5","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2016-01-14","305","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2016-01-15","306.5","","","319.5","422.2","434","468.1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","258","","48.6","","","","","","","","","","","","","","10063","753","740","1368","7202","4844","2503","3129","","",""
"2016-01-18","319","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2016-01-19","322","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2016-01-20","314","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2016-01-21","314","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2016-01-22","315.5","","","262.9","344.3","457","466.2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","256","","44.6","","","","","","","","","","","54.38","","27","10005","698","732","1345","7230","4891","2402","3146","","",""
"2016-01-25","313.5","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2016-01-26","318","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2016-01-27","324.5","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2016-01-28","318.5","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2016-01-29","321","","","236.4","222.9","242.1","639","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","245","","48","","","","","","","","","","","","","","9841","687","709","1310","7135","4849","2377","3117","","",""
"2016-01-31","","","","","","","","","","9673.397","82192122.683","","58797326.636","125","13096252.496","9548.397","2111069.042","","8187474.509","125","80081053.641","8219","8219","13021445.887","46408397","","0","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2016-02-01","324.5","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2016-02-02","325.5","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2016-02-03","329","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2016-02-04","340.5","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2016-02-05","335.5","","","262.1","224.8","499","552.8","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","278","","30","","","","","","","","","","","62.59","","30","9657","675","693","1244","7045","4797","2330","3029","","",""
"2016-02-12","","","","251.4","280.6","467","511.2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","7045","","","","","",""
"2016-02-15","339.5","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2016-02-16","339","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2016-02-17","339","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2016-02-18","344","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2016-02-19","353","","","270","221.2","533","608.1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","235","","43","","","","","","","","","","","","","","9813","709","652","1181","7271","4872","2264","2992","","",""
"2016-02-22","365.5","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2016-02-23","368","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2016-02-24","372.5","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2016-02-25","369.5","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2016-02-26","364","","","380.9","433.2","386.9","644.1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","269","","37.4","","","","","","","","","","","52.69","","24","9819","669","611","1144","7395","4809","2362","2980","","",""
"2016-02-29","369.5","","","","","","","","","9884.982","73611647.111","","53977348.381","0","12379385.062","9882.982","1153254.733","2","6101658.935","2","72458392.378","7361","7361","16669999.454","51358926","","0","","","6245.93","785.79","762.5","2279.87","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2016-03-01","377.5","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2016-03-02","385.5","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2016-03-03","383.5","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2016-03-04","396.5","","","363","290.5","385.5","582.3","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","261","","46.6","","","","","","","","","","","","","","9786","643","585","1098","7460","4901","2337","2937","","",""
"2016-03-07","407","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2016-03-08","423","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2016-03-09","424","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2016-03-10","439","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2016-03-11","427","","","258.4","319.8","347.3","318.8","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","272","","49.4","","","","","","","","","","","61.53","","24","9695","602","611","1137","7345","4839","2414","2938","","",""
"2016-03-14","422.5","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2016-03-15","413","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2016-03-16","419","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2016-03-17","435.5","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2016-03-18","449.5","","","308","440.3","451.5","671.7","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","261.8","","44.6","","","","","","","","","","","","","","9750","585","614","1117","7434","4892","2408","2962","","",""
"2016-03-21","456","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2016-03-22","416.5","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2016-03-23","411","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2016-03-24","390","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2016-03-25","392.5","","","327","288.4","408.9","507.2","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","260.6","","50.6","","","","","","","","","","","61.8","","26","9631","561","640","1139","7291","4848","2389","2949","","",""
"2016-03-28","378.5","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2016-03-29","379","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2016-03-30","379","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2016-03-31","380","","","","","","","","","92215","85771657.278","75","61001421.644","225","16198715.46","91910.5","808159.136","4.5","7763361.038","304.5","84963498.142","8577","8577","16129548","54524346","","","","","7255.86","960.68","918.82","2595.08","9815.8","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","9815.8"
"2016-04-01","386.5","","","326","340.8","435.8","591.66","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","252","","43.6","","","","","","","","","","","","","","9943","579","686","1155","7523","5038","2448","3017","","",""
"2016-04-05","382","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2016-04-06","375","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2016-04-07","377.5","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2016-04-08","377","","","336.7","333.8","513.8","320.86","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","255","","49.75","","","","","","","","","","","59.9","","25","10072","597","658","1194","7623","5115","2464","2977","","",""
"2016-04-11","388","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2016-04-12","409.5","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2016-04-13","419","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2016-04-14","417.5","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2016-04-15","408.5","","","342.9","354.1","546.8","581.34","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","271","","44.2","","","","","","","","","","","","","","9914","585","648","1205","7476","4995","2402","2929","","",""
"2016-04-18","425.5","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2016-04-19","433.5","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2016-04-20","454.5","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2016-04-21","474","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2016-04-22","473","","","332.3","401.7","394.1","593.83","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","279","","48.8","","","","","","","","","","","62.83","","28","9939","600","611","1227","7501","5159","2370","2899","","",""
"2016-04-25","471","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2016-04-26","450.5","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2016-04-27","434.5","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2016-04-28","446","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2016-04-29","462","","","323.5","336.1","408.9","614.8","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","263.5","","37","","","","","","","","","","","","","","10008","611","610","1204","7583","5056","2411","2891","","",""
"2016-04-30","","","","","","","","","","125198.534","83917943.046","85.2","60760493.38","53130.51","13776528.904","71937.824","1109419.084","45","8271501.678","53260.71","82808523.962","8392","8392","15300079","54470006","","36","","","7702.46","910.89","878.14","2698.4","10256.7","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","10256.7"
"2016-05-03","442.5","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2016-05-04","435","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2016-05-05","412.5","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2016-05-06","417.5","","","354.5","307.3","498.5","440.4","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","255.7","","48","","","","","","","","","","","70.21","","26","10067","566","537","1172","7792","5164","2357","2948","","",""
"2016-05-09","388","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2016-05-10","385.5","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2016-05-11","385","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2016-05-12","373","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2016-05-13","363","","","251.3","365.8","453","502.89","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","264.2","","45.2","","","","","","","","","","","","","","9937","556","497","1107","7777","5148","2302","2903","","",""
"2016-05-16","367.5","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2016-05-17","385.5","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2016-05-18","372","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2016-05-19","367","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2016-05-20","375","","","239.8","323.9","409.2","603.39","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","270.1","","53","","","","","","","","","","","69.51","","24","10178","572","528","1163","7915","5316","2243","3031","","",""
"2016-05-23","353.5","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2016-05-24","350.5","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2016-05-25","342","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2016-05-26","345","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2016-05-27","350","","","332.1","372.1","450.4","666.13","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","265.5","","52.8","","","","","","","","","","","","","","10186","567","507","1150","7962","5359","2238","3012","","",""
"2016-05-30","347.5","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2016-05-31","344","","","","","","","","","75060.56","86752272.776","0","63607808.75","52618.5","14614131.423","22437.06","1169040.85","5","7361291.753","52623.5","85583231.926","8675","8675","19608160","54297232","","","","","8115.96","955.95","922.92","2761.72","10754.1","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","10754.1"
"2016-06-01","348.5","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2016-06-02","343.5","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2016-06-03","347.5","","","340.5","371.7","477.7","408.56","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","259.8","","58.4","","","","","","","","","","","62.85","","24","10017","570","443","1130","7874","5395","2128","2979","","",""
"2016-06-06","367","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2016-06-07","369.5","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2016-06-08","366.5","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2016-06-10","","","","321.5","340.4","453.1","507","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","261.7","","67.5","","","","","","","","","","","","","","10070","580","413","1186","7891","5438","2119","2990","","",""
"2016-06-13","373","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2016-06-14","355.5","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2016-06-15","360","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2016-06-16","366","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2016-06-17","372.5","","","292.4","532.1","441","572","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","239.6","","52.6","","","","","","","","","","","66.45","","26","10057","558","412","1181","7906","5494","2108","3022","","",""
"2016-06-20","369.5","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2016-06-21","374","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2016-06-22","386.5","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2016-06-23","387.5","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2016-06-24","385","","","274.3","363.4","431.9","636.96","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","255.4","","49.8","","","","","","","","","","","","","","10268","588","394","1196","8090","5589","2144","3019","","",""
"2016-06-27","411","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2016-06-28","419","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2016-06-29","418.5","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2016-06-30","428","","","","","","","","","153.97","81630037.253","43.98","58775126.786","109.99","14167043.749","0","976887.866","0","7710978.852","153.97","80653149.387","8163","8163","17343120","55688163","","0","","","8004.46","955.18","919.1","2729.28","12106.4","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","12106.4"
"2016-07-01","421","","","261.6","377.1","483.3","532.83","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","266.4","","63.2","","","","","","","","","","","67.65","23.85","24","10461","556","404","1260","8241","5770","2199","3075","","",""
"2016-07-04","438","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2016-07-05","440.5","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2016-07-06","428","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2016-07-07","426.5","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2016-07-08","430","","","243.2","410.8","429","437.17","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","255","","65.6","","","","","","","","","","","","","","10657","570","420","1352","8315","5871","2214","3085","","",""
"2016-07-11","429","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2016-07-12","453","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2016-07-13","457.5","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2016-07-14","464.5","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2016-07-15","461.5","","","267","381.4","429","627.47","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","267.5","","65.8","","","","","","","","","","","60.25","24.05","24","10840","582","399","1368","8491","5914","2311","3155","","",""
"2016-07-18","431","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2016-07-19","423.5","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2016-07-20","423","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2016-07-21","447","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2016-07-22","428.5","","","267.9","326.9","422.9","580.5","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","258.8","","64.2","","","","","","","","","","","","","","10884","524","365","1387","8608","5886","2428","3284","","",""
"2016-07-25","442.5","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2016-07-26","446","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2016-07-27","466","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"2016-07-28","472.5","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
