date,close,甲醇：港口库存：中国（周）,甲醇：厂内库存：中国（周）,甲醇：社会库存：中国（周）,甲醇：传统下游厂家：采购量：中国（周）,二氯乙烷：产量：中国（月）,甲醇：采购量：中国（月）,冰醋酸：库存：中国（周）,甲醇：甲醇制烯烃法：生产企业：采购量：中国（月）,甲醇：开工率同比：中国（月）,甲醇：原料：下游厂家：库存：中国（周）,甲醇：甲醇制烯烃法：生产企业：平均开工率：中国（周）,二甲醚：开工率：中国（周）,甲醇：产量同比：中国（日）,甲醇：待发订单：数量：中国（周）,甲醇：产量：中国（日）,甲醇：开工率：中国（日）,甲醇：签约订单：数量：中国（周）,甲醇：甲醇制烯烃法：生产企业：采购量：中国（周）,甲醛：开工率：中国（周）,甲醇：期末库存：中国（月）,三氯甲烷：产量：中国（日）,甲醇：除中国以外的生产企业：开工率：全球（日）,甲醇：到港量：中国（周）,甲醇：表观消费量环比：中国（月）,甲醇：产能同比：中国（日）,甲醇：表观消费量：中国（月）,甲醇：产能：中国（日）,甲醇：表观消费量同比：中国（月）,甲醇：产能：国外（日）,甲醛：产量：中国（月）,二氯甲烷：平均开工率：中国（周）
"2018-06-27","2753","","","","","","","","","","","","","","","204177.51","74.2822","","","","","","","","","","","274867.3925","","","",""
"2018-06-28","2797","","","","","","","","","","","","","","","203877.51","74.173","","","","","","","","","","","274867.3925","","","",""
"2018-06-29","2839","299000","165590","464590","","","","","","","","","","","177930","203877.51","74.173","","221500","","","","","16.75","","","","274867.3925","","","","75.45"
"2018-06-30","","","","","","24500","","","939871.42","","","","","","","204292.51","74.324","","","","500000","","","","-3.16","","573.45","274867.3925","29.41","","",""
"2018-07-01","","","","","","","","","","","","","","","","204642.51","74.4514","","","","","","","","","","","274867.3925","","","",""
"2018-07-02","2824","","","","","","","","","","","","","","","204192.51","74.2876","","","","","","","","","","","274867.3925","","","",""
"2018-07-03","2836","","","","","","","","","","","","","","","204222.51","74.2986","","","","","","","","","","","274867.3925","","","",""
"2018-07-04","2879","","","","","","","","","","","","","","","204222.51","74.2986","","","","","","","","","","","274867.3925","","","",""
"2018-07-05","2887","","","","","","","","","","","","","","","199972.51","72.7524","","","","","","","","","","","274867.3925","","","",""
"2018-07-06","2906","300800","173530","474330","","","","","","","","","","","175930","205972.51","74.9352","","218300","","","","","8.88","","","","274867.3925","","","","71.84"
"2018-07-07","","","","","","","","","","","","","","","","202722.51","73.7528","","","","","","","","","","","274867.3925","","","",""
"2018-07-08","","","","","","","","","","","","","","","","202422.51","73.6437","","","","","","","","","","","274867.3925","","","",""
"2018-07-09","2891","","","","","","","","","","","","","","","201272.51","73.2253","","","","","","","","","","","274867.3925","","","",""
"2018-07-10","2917","","","","","","","","","","","","","","","201272.51","73.2253","","","","","","","","","","","274867.3925","","","",""
"2018-07-11","2902","","","","","","","","","","","","","","","201272.51","73.2253","","","","","","","","","","","274867.3925","","","",""
"2018-07-12","2919","","","","","","","","","","","","","","","201122.51","73.1707","","","","","","","","","","","274867.3925","","","",""
"2018-07-13","2879","324400","173160","497560","","","","","","","","75.75","","","118130","201122.51","73.1707","","210800","","","","","8.2","","","","274867.3925","","","","65.61"
"2018-07-14","","","","","","","","","","","","","","","","204752.51","74.4914","","","","","","","","","","","274867.3925","","","",""
"2018-07-15","","","","","","","","","","","","","","","","204752.51","74.4914","","","","","","","","","","","274867.3925","","","",""
"2018-07-16","2864","","","","","","","","","","","","","","","202102.51","73.5273","","","","","","","","","","","274867.3925","","","",""
"2018-07-17","2862","","","","","","","","","","","","","","","203502.51","74.0366","","","","","","","","","","","274867.3925","","","",""
"2018-07-18","2869","","","","","","","","","","","","","","","203502.51","74.0366","","","","","","","","","","","274867.3925","","","",""
"2018-07-19","2894","","","","","","","","","","","","","","","204952.51","74.5641","","","","","","","","","","","274867.3925","","","",""
"2018-07-20","2926","377500","178710","556210","","","","","","","","","","","169130","203152.51","73.9093","","189800","","","","","11.2","","","","274867.3925","","","","61.25"
"2018-07-21","","","","","","","","","","","","","","","","203452.51","74.0184","","","","","","","","","","","274867.3925","","","",""
"2018-07-22","","","","","","","","","","","","","","","","204752.51","74.4914","","","","","","","","","","","274867.3925","","","",""
"2018-07-23","2926","","","","","","","","","","","","","","","206352.51","75.0735","","","","","","","","","","","274867.3925","","","",""
"2018-07-24","2963","","","","","","","","","","","","","","","207147.51","75.3627","","","","","","","","","","","274867.3925","","","",""
"2018-07-25","2924","","","","","","","","","","","","","","","207547.51","75.5082","","","","","","","","","","","274867.3925","","","",""
"2018-07-26","2912","","","","","","","","","","","","","","","207597.51","75.5264","","","","","","","","","","","274867.3925","","","",""
"2018-07-27","2924","335800","174160","509960","","","","","","","","71.75","","","154480","206297.51","75.0535","","187800","","","","","7.26","","","","274867.3925","","","","61.37"
"2018-07-28","","","","","","","","","","","","","","","","206797.51","75.2354","","","","","","","","","","","274867.3925","","","",""
"2018-07-29","","","","","","","","","","","","","","","","203707.51","74.1112","","","","","","","","","","","274867.3925","","","",""
"2018-07-30","2972","","","","","","","","","","","","","","","205507.51","74.7661","","","","","","","","","","","274867.3925","","","",""
"2018-07-31","2954","","","","","25000","","","882185.73","","","","","","","205757.51","74.857","","","","520800","","","","5.41","","604.49","274867.3925","35.25","","",""
"2018-08-01","2947","","","","","","","","","","","","","","","201677.51","73.3727","","","","","","","","","","","274867.3925","","","",""
"2018-08-02","3018","","","","","","","","","","","","","","","198827.51","72.3358","","","","","","","","","","","274867.3925","","","",""
"2018-08-03","3121","326100","134680","460780","","","","","","","","","","","247430","198077.51","72.0629","","193000","","","","","15.77","","","","274867.3925","","","","65.81"
"2018-08-04","","","","","","","","","","","","","","","","202277.51","73.5909","","","","","","","","","","","274867.3925","","","",""
"2018-08-05","","","","","","","","","","","","","","","","201527.51","73.3181","","","","","","","","","","","274867.3925","","","",""
"2018-08-06","3225","","","","","","","","","","","","","","","203987.51","74.2131","","","","","","","","","","","274867.3925","","","",""
"2018-08-07","3237","","","","","","","","","","","","","","","206187.51","75.0134","","","","","","","","","","","274867.3925","","","",""
"2018-08-08","3193","","","","","","","","","","","","","","","204647.51","74.4532","","","","","","","","","","","274867.3925","","","",""
"2018-08-09","3289","","","","","","","","","","","","","","","206197.51","75.0171","","","","","","","","","","","274867.3925","","","",""
"2018-08-10","3245","394513","122880","517393","","","","","","","","68.25","","","237330","207437.51","75.4682","","163000","","","","","17.43","","","","274867.3925","","","","71.86"
"2018-08-11","","","","","","","","","","","","","","","","208377.51","75.8102","","","","","","","","","","","274867.3925","","","",""
