date,close,唐山55家调坯轧钢铁企业：螺纹钢：产能利用率（周）,唐山55家调坯轧钢铁企业：螺纹钢：产量（周）,唐山55家调坯轧钢铁企业：螺纹钢生产：需求量：钢坯（周）,唐山55家调坯轧钢铁企业：螺纹钢生产：日均需求量：钢坯（周）,螺纹钢：建筑钢材钢铁企业：产能估算覆盖率：中国（周）,螺纹钢：建筑钢材钢铁企业：产能利用率：中国（周）,螺纹钢：建筑钢材钢铁企业：产能：中国（周）,螺纹钢：建筑钢材钢铁企业：开工率：中国（周）,螺纹钢：建筑钢材钢铁企业：实际产量：中国（周）,螺纹钢：建筑钢材钢铁企业：实际开工条数：中国（周）,螺纹钢：建筑钢材钢铁企业：覆盖产能：中国（周）,螺纹钢：建筑钢材钢铁企业：产线条数：中国（周）,建筑用钢：终端市场：采购量：上海（周）,螺纹钢：消费量：中国（周）,钢筋：表观消费量：中国（月）,螺纹钢：库存：中国（周）,螺纹钢：建筑钢材钢铁企业：厂内库存：中国（周）,螺纹钢：132城市429仓库：社会库存：中国（周）,螺纹钢：社会库存：中国（旬）
"2020-01-03","3543","","","","","64.56","76.92","456.17","71.8","350.86","219","23786","305","15600","302.95","","572.47","216.31","",""
"2020-01-06","3559","","","","","","","","","","","","","","","","","","",""
"2020-01-07","3574","","","","","","","","","","","","","","","","","","",""
"2020-01-08","3617","","","","","","","","","","","","","","","","","","",""
"2020-01-09","3555","","","","","","","","","","","","","","","","","","",""
"2020-01-10","3571","","","","","64.56","73.63","456.17","68.2","335.87","208","23786","305","10500","273.21","","635.13","222.82","",""
"2020-01-13","3530","","","","","","","","","","","","","","","","","","",""
"2020-01-14","3570","","","","","","","","","","","","","","","","","","",""
"2020-01-15","3537","","","","","","","","","","","","","","","","","","",""
"2020-01-16","3565","","","","","","","","","","","","","","","","","","",""
"2020-01-17","3595","","","","","64.56","68.5","456.17","62.3","312.46","190","23786","305","6500","218.3","","729.29","234.77","",""
"2020-01-20","3605","","","","","","","","","","","","","","","","","","",""
"2020-01-21","3570","","","","","","","","","","","","","","","","","","",""
"2020-01-22","3558","","","","","","","","","","","","","","","","","","",""
"2020-01-23","3500","","","","","","","","","","","","","","","","","","",""
"2020-01-24","","","","","","64.56","67.42","456.17","59.67","307.54","182","23786","305","25600","175.68","","861.15","264.42","",""
"2020-01-31","","","","","","64.56","65.85","456.17","58.36","300.37","178","23786","305","","-45.22","","1206.74","431.06","",""
"2020-02-03","3233","","","","","","","","","","","","","","","","","","",""
"2020-02-04","3312","","","","","","","","","","","","","","","","","","",""
"2020-02-05","3297","","","","","","","","","","","","","","","","","","",""
"2020-02-06","3304","","","","","","","","","","","","","","","","","","",""
"2020-02-07","3325","","","","","64.56","61.73","456.17","54.1","281.59","165","23786","305","","124.3","","1364.03","512.7","",""
"2020-02-10","3305","","","","","","","","","","","","","","","","","","","724"
"2020-02-11","3392","","","","","","","","","","","","","","","","","","",""
"2020-02-12","3404","","","","","","","","","","","","","","","","","","",""
"2020-02-13","3395","","","","","","","","","","","","","","","","","","",""
"2020-02-14","3398","","","","","64.56","57.91","456.17","53.11","264.15","162","23786","305","","9.7","","1618.48","622.99","",""
"2020-02-17","3427","","","","","","","","","","","","","","","","","","",""
"2020-02-18","3390","","","","","","","","","","","","","","","","","","",""
"2020-02-19","3394","","","","","","","","","","","","","","","","","","",""
"2020-02-20","3460","","","","","","","","","","","","","","","","","","","842"
"2020-02-21","3485","","","","","64.56","54.45","456.17","49.84","248.38","152","23786","305","3200","19.37","","1847.49","714.04","",""
"2020-02-24","3476","","","","","","","","","","","","","","","","","","",""
"2020-02-25","3489","","","","","","","","","","","","","","","","","","",""
"2020-02-26","3447","","","","","","","","","","","","","","","","","","",""
"2020-02-27","3419","","","","","","","","","","","","","","","","","","",""
"2020-02-28","3335","","","","","64.56","52.93","456.17","49.51","241.43","151","23786","305","5300","51.85","","2037.07","760.44","",""
"2020-02-29","","","","","","","","","","","","","","","","","","","","949"
"2020-03-02","3422","","","","","","","","","","","","","","","","","","",""
"2020-03-03","3421","","","","","","","","","","","","","","","","","","",""
"2020-03-04","3477","","","","","","","","","","","","","","","","","","",""
"2020-03-05","3469","","","","","","","","","","","","","","","","","","",""
"2020-03-06","3441","","","","","64.56","53.76","456.17","52.46","245.25","160","23786","305","13600","128.27","","2154.05","776.24","",""
"2020-03-09","3439","","","","","","","","","","","","","","","","","","",""
"2020-03-10","3479","","","","","","","","","","","","","","","","","","","1044"
"2020-03-11","3497","","","","","","","","","","","","","","","","","","",""
"2020-03-12","3521","","","","","","","","","","","","","","","","","","",""
"2020-03-13","3569","","","","","64.56","54.53","456.17","54.1","248.75","165","23786","305","19500","225.91","","2176.89","749.94","2052.17",""
"2020-03-16","3553","","","","","","","","","","","","","","","","","","",""
"2020-03-17","3555","","","","","","","","","","","","","","","","","","",""
"2020-03-18","3548","","","","","","","","","","","","","","","","","","",""
"2020-03-19","3528","","","","","","","","","","","","","","","","","","",""
"2020-03-20","3483","","","","","64.56","59.84","456.17","59.34","272.98","181","23786","305","22600","381.4","","2068.47","663.22","2018.61","1055"
"2020-03-23","3400","","","","","","","","","","","","","","","","","","",""
"2020-03-24","3435","","","","","","","","","","","","","","","","","","",""
"2020-03-25","3463","","","","","","","","","","","","","","","","","","",""
"2020-03-26","3341","","","","","","","","","","","","","","","","","","",""
"2020-03-27","3329","","","","","64.56","63.6","456.17","61.64","290.1","188","23786","305","24900","405.48","","1953.09","617.15","1916.2",""
"2020-03-30","3242","","","","","","","","","","","","","","","","","","",""
"2020-03-31","3233","","","","","","","","","","","","","","","1903.67","","","","994"
"2020-04-01","3169","","","","","","","","","","","","","","","","","","",""
"2020-04-02","3229","","","","","","","","","","","","","","","","","","",""
"2020-04-03","3189","","","","","64.56","66.95","456.17","65.9","305.38","201","23786","305","26600","407.42","","1851.05","574.69","1838.85",""
"2020-04-07","3206","","","","","","","","","","","","","","","","","","",""
"2020-04-08","3244","","","","","","","","","","","","","","","","","","",""
"2020-04-09","3306","","","","","","","","","","","","","","","","","","",""
"2020-04-10","3373","","","","","64.56","71.36","456.17","66.89","325.51","205","23786","305","25700","444.01","","1732.55","521.55","1748.51","952"
"2020-04-13","3387","","","","","","","","","","","","","","","","","","",""
"2020-04-14","3384","","","","","","","","","","","","","","","","","","",""
"2020-04-15","3373","","","","","","","","","","","","","","","","","","",""
"2020-04-16","3385","","","","","","","","","","","","","","","","","","",""
"2020-04-17","3381","","","","","64.56","75.29","456.17","70.49","343.44","215","23786","305","28800","474.93","","1601.06","459.36","1642.71",""
"2020-04-20","3362","","","","","","","","","","","","","","","","","","","891"
"2020-04-21","3337","","","","","","","","","","","","","","","","","","",""
"2020-04-22","3375","","","","","","","","","","","","","","","","","","",""
"2020-04-23","3330","","","","","","","","","","","","","","","","","","",""
"2020-04-24","3343","49.19","9.45","9.84","1.41","64.56","78.36","456.17","72.46","357.47","221","23786","305","30300","447.34","","1511.19","433.2","1550.77",""
"2020-04-27","3316","","","","","","","","","","","","","","","","","","",""
"2020-04-28","3292","","","","","","","","","","","","","","","","","","",""
"2020-04-29","3302","","","","","","","","","","","","","","","","","","",""
"2020-04-30","3367","","","","","","","","","","","","","","","2114.6","","","","831"
"2020-05-01","","49.19","9.45","9.84","1.41","64.56","78.59","456.17","72.46","358.52","221","23786","305","32200","478.38","","1391.33","395.66","1439.81",""
"2020-05-06","3392","","","","","","","","","","","","","","","","","","",""
"2020-05-07","3439","","","","","","","","","","","","","","","","","","",""
"2020-05-08","3452","49.19","9.45","9.84","1.41","64.56","80.89","456.17","74.43","368.98","227","23786","305","30600","443.17","","1317.14","367.92","1381.15",""
"2020-05-10","","","","","","","","","","","","","","","","","","","","755"
"2020-05-11","3452","","","","","","","","","","","","","","","","","","",""
"2020-05-12","3464","","","","","","","","","","","","","","","","","","",""
"2020-05-13","3464","","","","","","","","","","","","","","","","","","",""
"2020-05-14","3445","","","","","","","","","","","","","","","","","","",""
"2020-05-15","3464","49.19","9.45","9.84","1.41","64.56","83.59","456.17","74.75","381.31","228","23786","305","33400","473.89","","1224.56","331.36","1308.87",""
"2020-05-18","3528","","","","","","","","","","","","","","","","","","",""
"2020-05-19","3562","","","","","","","","","","","","","","","","","","",""
"2020-05-20","3531","","","","","","","","","","","","","","","","","","","693"
"2020-05-21","3568","","","","","","","","","","","","","","","","","","",""
"2020-05-22","3508","49.19","9.45","9.84","1.41","64.56","85.84","456.17","74.75","391.56","228","23786","305","30280","478.47","","1137.65","301.01","1224.18",""
"2020-05-25","3500","","","","","","","","","","","","","","","","","","",""
"2020-05-26","3493","","","","","","","","","","","","","","","","","","",""
"2020-05-27","3494","","","","","","","","","","","","","","","","","","",""
"2020-05-28","3498","","","","","","","","","","","","","","","","","","",""
"2020-05-29","3579","49.19","9.45","9.84","1.41","64.56","86.37","456.17","77.05","394.01","235","23786","305","33200","423.77","","1107.89","305.16","1169.92",""
"2020-05-31","","","","","","","","","","","","","","","","2436.2698","","","","656"
"2020-06-01","3577","","","","","","","","","","","","","","","","","","",""
"2020-06-02","3634","","","","","","","","","","","","","","","","","","",""
"2020-06-03","3634","","","","","","","","","","","","","","","","","","",""
"2020-06-04","3606","","","","","","","","","","","","","","","","","","",""
"2020-06-05","3604","","","","","64.56","86.68","456.17","76.39","395.4","233","23786","305","36200","445.68","","1057.61","284.09","1128.49",""
"2020-06-08","3616","","","","","","","","","","","","","","","","","","",""
"2020-06-09","3619","","","","","","","","","","","","","","","","","","",""
"2020-06-10","3587","","","","","","","","","","","","","","","","","","","634"
"2020-06-11","3596","","","","","","","","","","","","","","","","","","",""
"2020-06-12","3626","49.19","9.45","9.84","1.41","64.56","87.37","456.17","78.36","398.56","239","23786","305","30900","413.58","","1042.59","284.25","1103.24",""
"2020-06-15","3572","","","","","","","","","","","","","","","","","","",""
"2020-06-16","3599","","","","","","","","","","","","","","","","","","",""
"2020-06-17","3585","","","","","","","","","","","","","","","","","","",""
"2020-06-18","3615","","","","","","","","","","","","","","","","","","",""
"2020-06-19","3645","49.19","9.45","9.84","1.41","64.56","86.86","456.17","78.03","396.21","238","23786","305","24800","382.64","","1056.16","300.64","1102.92",""
"2020-06-20","","","","","","","","","","","","","","","","","","","","615"
"2020-06-22","3620","","","","","","","","","","","","","","","","","","",""
"2020-06-23","3610","","","","","","","","","","","","","","","","","","",""
"2020-06-24","3620","","","","","","","","","","","","","","","","","","",""
"2020-06-26","","49.19","9.45","9.84","1.41","64.56","87.76","456.17","78.36","400.31","239","23786","305","22500","367.8","","1088.67","320.78","1114",""
"2020-06-29","3552","","","","","","","","","","","","","","","","","","",""
"2020-06-30","3565","","","","","","","","","","","","","","","2457.7154","","","","628"
"2020-07-01","3566","","","","","","","","","","","","","","","","","","",""
"2020-07-02","3573","","","","","","","","","","","","","","","","","","",""
"2020-07-03","3619","49.19","9.45","9.84","1.41","64.56","87.85","456.17","75.74","400.75","231","23786","305","31200","348.52","","1140.9","343.6","1152.4",""
"2020-07-06","3618","","","","","","","","","","","","","","","","","","",""
"2020-07-07","3634","","","","","","","","","","","","","","","","","","",""
"2020-07-08","3702","","","","","","","","","","","","","","","","","","",""
"2020-07-09","3726","","","","","","","","","","","","","","","","","","",""
"2020-07-10","3690","21.08","4.05","4.22","0.6","64.56","85.15","456.17","76.07","388.43","232","23786","305","27800","370.95","","1158.38","341.31","1175.56","654"
"2020-07-13","3739","","","","","","","","","","","","","","","","","","",""
"2020-07-14","3744","","","","","","","","","","","","","","","","","","",""
"2020-07-15","3746","","","","","","","","","","","","","","","","","","",""
"2020-07-16","3703","","","","","","","","","","","","","","","","","","",""
"2020-07-17","3726","21.08","4.05","4.22","0.6","64.56","83.95","456.17","75.41","382.96","230","23786","305","28900","369.21","","1172.13","330.61","1207.6",""
"2020-07-20","3701","","","","","","","","","","","","","","","","","","","660"
"2020-07-21","3764","","","","","","","","","","","","","","","","","","",""
"2020-07-22","3782","","","","","","","","","","","","","","","","","","",""
"2020-07-23","3806","","","","","","","","","","","","","","","","","","",""
"2020-07-24","3747","28.11","5.4","5.63","0.8","64.56","83.92","456.17","75.08","382.83","229","23786","305","27960","357.64","","1197.32","342.62","1221.91",""
"2020-07-27","3723","","","","","","","","","","","","","","","","","","",""
"2020-07-28","3724","","","","","","","","","","","","","","","","","","",""
"2020-07-29","3766","","","","","","","","","","","","","","","","","","",""
"2020-07-30","3767","","","","","","","","","","","","","","","","","","",""
"2020-07-31","3777","0","0","0","0","64.56","84.97","456.17","75.41","387.59","230","23786","305","23800","367.12","2403.314","1217.79","357.08","1233.54","670"
"2020-08-03","3836","","","","","","","","","","","","","","","","","","",""
"2020-08-04","3840","","","","","","","","","","","","","","","","","","",""
"2020-08-05","3832","","","","","","","","","","","","","","","","","","",""
"2020-08-06","3858","","","","","","","","","","","","","","","","","","",""
"2020-08-07","3832","35.14","6.75","7.03","1","64.56","84.34","456.17","73.44","384.72","224","23786","305","27900","393.9","","1208.61","349.27","1220.51",""
"2020-08-10","3822","","","","","","","","","","","","","","","","","","","657"
"2020-08-11","3795","","","","","","","","","","","","","","","","","","",""
"2020-08-12","3805","","","","","","","","","","","","","","","","","","",""
"2020-08-13","3791","","","","","","","","","","","","","","","","","","",""
"2020-08-14","3799","49.19","9.45","9.84","1.41","64.56","84.73","456.17","75.08","386.5","229","23786","305","27500","373.29","","1221.82","363.22","1216.36",""
"2020-08-17","3832","","","","","","","","","","","","","","","","","","",""
"2020-08-18","3848","","","","","","","","","","","","","","","","","","",""
"2020-08-19","3794","","","","","","","","","","","","","","","","","","",""
"2020-08-20","3765","","","","","","","","","","","","","","","","","","","639"
"2020-08-21","3783","44.77","8.6","8.96","1.28","64.56","84.39","456.17","74.75","384.96","228","23786","305","28600","372.52","","1234.26","367.44","1226.11",""
"2020-08-24","3781","","","","","","","","","","","","","","","","","","",""
"2020-08-25","3773","","","","","","","","","","","","","","","","","","",""
"2020-08-26","3726","","","","","","","","","","","","","","","","","","",""
"2020-08-27","3717","","","","","","","","","","","","","","","","","","",""
"2020-08-28","3734","44.77","8.6","8.96","1.28","64.56","83.44","456.17","74.75","380.62","228","23786","305","26400","356.16","","1258.72","380.64","1239.66",""
"2020-08-31","3779","","","","","","","","","","","","","","","2425.34","","","","649"
"2020-09-01","3774","","","","","","","","","","","","","","","","","","",""
"2020-09-02","3778","","","","","","","","","","","","","","","","","","",""
"2020-09-03","3790","","","","","","","","","","","","","","","","","","",""
"2020-09-04","3754","0","0","0","0","64.56","83.81","456.17","74.43","382.32","227","23786","305","31300","382.63","","1258.41","366.79","1257.87",""
"2020-09-07","3736","","","","","","","","","","","","","","","","","","",""
"2020-09-08","3719","","","","","","","","","","","","","","","","","","",""
"2020-09-09","3658","","","","","","","","","","","","","","","","","","",""
"2020-09-10","3640","","","","","","","","","","","","","","","","","","","659"
"2020-09-11","3665","7.03","1.35","1.41","0.2","64.56","81.45","456.17","74.1","371.54","226","23786","305","29800","378.2","","1251.75","358.17","1252.92",""
"2020-09-14","3664","","","","","","","","","","","","","","","","","","",""
"2020-09-15","3592","","","","","","","","","","","","","","","","","","",""
"2020-09-16","3575","","","","","","","","","","","","","","","","","","",""
"2020-09-17","3577","","","","","","","","","","","","","","","","","","",""
"2020-09-18","3603","49.19","9.45","9.84","1.41","64.56","81.68","456.17","74.1","372.6","226","23786","305","28600","387.97","","1236.38","355.28","1233.46",""
"2020-09-20","","","","","","","","","","","","","","","","","","","","650"
"2020-09-21","3539","","","","","","","","","","","","","","","","","","",""
"2020-09-22","3537","","","","","","","","","","","","","","","","","","",""
"2020-09-23","3542","","","","","","","","","","","","","","","","","","",""
"2020-09-24","3552","","","","","","","","","","","","","","","","","","",""
"2020-09-25","3522","49.19","9.45","9.84","1.41","64.56","82.52","456.17","74.43","376.43","227","23786","305","26900","395.72","","1217.09","351.44","1215.91",""
"2020-09-28","3540","","","","","","","","","","","","","","","","","","",""
"2020-09-29","3536","","","","","","","","","","","","","","","","","","",""
"2020-09-30","3560","","","","","","","","","","","","","","","2354.83","","","","636"
"2020-10-02","","49.19","8.05","8.39","1.2","64.56","82","456.17","73.77","374.05","225","23786","305","25600","457.67","","1133.47","336.73","1128.57",""
"2020-10-09","3633","0","0","0","0","64.56","79.09","456.17","72.13","360.77","220","23786","305","21800","294.34","","1199.9","368.01","1180.07",""
"2020-10-10","","","","","","","","","","","","","","","","","","","","633"
"2020-10-12","3637","","","","","","","","","","","","","","","","","","",""
"2020-10-13","3628","","","","","","","","","","","","","","","","","","",""
"2020-10-14","3618","","","","","","","","","","","","","","","","","","",""
"2020-10-15","3612","","","","","","","","","","","","","","","","","","",""
"2020-10-16","3632","14.06","2.7","2.81","0.4","64.56","78.83","456.17","71.15","359.61","217","23786","305","31200","443.54","","1115.97","338.29","1108.29",""
"2020-10-19","3611","","","","","","","","","","","","","","","","","","",""
"2020-10-20","3616","","","","","","","","","","","","","","","","","","","594"
"2020-10-21","3650","","","","","","","","","","","","","","","","","","",""
"2020-10-22","3642","","","","","","","","","","","","","","","","","","",""
"2020-10-23","3616","21.08","4.05","4.22","0.6","64.56","78.67","456.17","71.15","358.85","217","23786","305","34600","416.42","","1058.4","327.93","1042.69",""
"2020-10-26","3613","","","","","","","","","","","","","","","","","","",""
"2020-10-27","3616","","","","","","","","","","","","","","","","","","",""
"2020-10-28","3668","","","","","","","","","","","","","","","","","","",""
"2020-10-29","3668","","","","","","","","","","","","","","","","","","",""
"2020-10-30","3702","14.06","2.7","2.81","0.4","64.56","79.68","456.17","70.82","363.48","216","23786","305","31600","440.38","","981.5","306.78","963.46",""
"2020-10-31","","","","","","","","","","","","","","","","2387.43","","","","546"
"2020-11-02","3719","","","","","","","","","","","","","","","","","","",""
"2020-11-03","3708","","","","","","","","","","","","","","","","","","",""
"2020-11-04","3753","","","","","","","","","","","","","","","","","","",""
"2020-11-05","3748","","","","","","","","","","","","","","","","","","",""
"2020-11-06","3782","28.11","5.4","5.63","0.8","64.56","78.78","456.17","71.8","359.35","219","23786","305","33100","447","","893.85","279.72","885.38",""
"2020-11-09","3859","","","","","","","","","","","","","","","","","","",""
"2020-11-10","3826","","","","","","","","","","","","","","","","","","","460"
"2020-11-11","3843","","","","","","","","","","","","","","","","","","",""
"2020-11-12","3832","","","","","","","","","","","","","","","","","","",""
"2020-11-13","3840","28.11","5.4","5.63","0.8","64.56","79.71","456.17","72.13","363.59","220","23786","305","34300","464.78","","792.66","247.06","797.7",""
"2020-11-16","3852","","","","","","","","","","","","","","","","","","",""
"2020-11-17","3919","","","","","","","","","","","","","","","","","","",""
"2020-11-18","3907","","","","","","","","","","","","","","","","","","",""
"2020-11-19","3940","","","","","","","","","","","","","","","","","","",""
"2020-11-20","3977","0","0","0","0","64.56","78.91","456.17","71.48","359.98","218","23786","305","31200","431.65","","720.99","233.08","720.82","385"
"2020-11-23","3911","","","","","","","","","","","","","","","","","","",""
"2020-11-24","3910","","","","","","","","","","","","","","","","","","",""
"2020-11-25","3865","","","","","","","","","","","","","","","","","","",""
"2020-11-26","3884","","","","","","","","","","","","","","","","","","",""
"2020-11-27","3924","37.48","7.2","7.5","1.07","64.56","78.94","456.17","72.46","360.09","221","23786","305","26800","397.21","","683.87","233.44","670.47",""
"2020-11-30","3906","","","","","","","","","","","","","","","2338.23","","","","366"
"2020-12-01","3892","","","","","","","","","","","","","","","","","","",""
"2020-12-02","3913","","","","","","","","","","","","","","","","","","",""
"2020-12-03","3866","","","","","","","","","","","","","","","","","","",""
"2020-12-04","3900","2.08","0.4","0.42","0.06","64.56","78.89","456.17","71.8","359.86","219","23786","305","23700","367.74","","675.99","249.49","636.59",""
"2020-12-07","3980","","","","","","","","","","","","","","","","","","",""
"2020-12-08","3914","","","","","","","","","","","","","","","","","","",""
"2020-12-09","3989","","","","","","","","","","","","","","","","","","",""
"2020-12-10","4040","","","","","","","","","","","","","","","","","","","320"
"2020-12-11","4033","2.08","0.4","0.42","0.06","64.56","77.92","456.17","69.84","355.45","213","23786","305","29600","390.66","","640.78","244.67","596.07",""
"2020-12-14","3988","","","","","","","","","","","","","","","","","","",""
"2020-12-15","4073","","","","","","","","","","","","","","","","","","",""
"2020-12-16","4148","","","","","","","","","","","","","","","","","","",""
"2020-12-17","4175","","","","","","","","","","","","","","","","","","",""
"2020-12-18","4316","0","0","0","0.06","64.56","76.5","456.17","69.51","348.95","212","23786","305","28500","377.82","","611.91","239.51","560.81",""
"2020-12-20","","","","","","","","","","","","","","","","","","","","301"
"2020-12-21","4460","","","","","","","","","","","","","","","","","","",""
"2020-12-22","4368","","","","","","","","","","","","","","","","","","",""
"2020-12-23","4283","","","","","","","","","","","","","","","","","","",""
"2020-12-24","4291","","","","","","","","","","","","","","","","","","",""
"2020-12-25","4341","2.08","0.4","0.42","0.06","64.56","76.01","456.17","69.18","346.74","211","23786","305","25600","372.19","","586.46","224.15","544.63",""
"2020-12-28","4244","","","","","","","","","","","","","","","","","","",""
"2020-12-29","4234","","","","","","","","","","","","","","","","","","",""
"2020-12-30","4256","","","","","","","","","","","","","","","","","","",""
"2020-12-31","4388","","","","","","","","","","","","","","","2370.18","","","","292"
"2021-01-01","","0","0","0","0","64.56","76.79","456.17","70.49","350.27","215","23786","305","21500","314.48","","622.25","258.38","546.32",""
"2021-01-04","4383","","","","","","","","","","","","","","","","","","",""
"2021-01-05","4397","","","","","","","","","","","","","","","","","","",""
"2021-01-06","4377","","","","","","","","","","","","","","","","","","",""
"2021-01-07","4455","","","","","","","","","","","","","","","","","","",""
"2021-01-08","4487","11.45","2.2","2.29","0.33","64.56","76.61","456.17","68.52","349.49","209","23786","305","18600","316.44","","655.3","259.72","586.48",""
"2021-01-10","","","","","","","","","","","","","","","","","","","","327"
"2021-01-11","4348","","","","","","","","","","","","","","","","","","",""
"2021-01-12","4327","","","","","","","","","","","","","","","","","","",""
"2021-01-13","4293","","","","","","","","","","","","","","","","","","",""
"2021-01-14","4294","","","","","","","","","","","","","","","","","","",""
"2021-01-15","4360","14.06","2.7","2.81","0.4","64.56","75.71","456.17","67.87","345.37","207","23786","305","13800","299.36","","701.31","276.01","627.21",""
"2021-01-18","4392","","","","","","","","","","","","","","","","","","",""
"2021-01-19","4288","","","","","","","","","","","","","","","","","","",""
"2021-01-20","4310","","","","","","","","","","","","","","","","","","","363"
"2021-01-21","4369","","","","","","","","","","","","","","","","","","",""
"2021-01-22","4294","33.06","6.35","6.61","0.94","64.56","75.53","456.17","67.54","344.52","206","23786","305","7900","276.61","","769.22","288.73","705.11",""
"2021-01-25","4321","","","","","","","","","","","","","","","","","","",""
"2021-01-26","4303","","","","","","","","","","","","","","","","","","",""
"2021-01-27","4385","","","","","","","","","","","","","","","","","","",""
"2021-01-28","4275","","","","","","","","","","","","","","","","","","",""
"2021-01-29","4267","14.06","2.7","2.81","0.4","64.56","73.15","456.17","62.62","333.67","191","23786","305","3580","211.18","","891.71","305.73","852.74",""
"2021-01-31","","","","","","","","","","","","","","","","","","","","456"
"2021-02-01","4221","","","","","","","","","","","","","","","","","","",""
"2021-02-02","4154","","","","","","","","","","","","","","","","","","",""
"2021-02-03","4175","","","","","","","","","","","","","","","","","","",""
"2021-02-04","4246","","","","","","","","","","","","","","","","","","",""
"2021-02-05","4285","41.91","8.05","8.39","1.2","64.56","70.58","456.17","59.34","321.95","181","23786","305","1600","144.14","","1069.52","337.9","1061.95",""
"2021-02-08","4335","","","","","","","","","","","","","","","","","","",""
"2021-02-09","4420","","","","","","","","","","","","","","","","","","",""
"2021-02-10","4404","","","","","","","","","","","","","","","","","","","559"
"2021-02-12","","33.06","6.35","6.61","0.94","","","","","308.88","","","","","","","1069.52","","",""
"2021-02-18","4529","","","","","","","","","","","","","","","","","","",""
"2021-02-19","4524","0","0","0","0","64.56","67.71","456.17","55.74","308.88","170","23786","305","","","","1520.8","511.91","1458.7",""
"2021-02-20","","","","","","","","","","","","","","","","","","","","781"
"2021-02-22","4582","","","","","","","","","","","","","","","","","","",""
"2021-02-23","4552","","","","","","","","","","","","","","","","","","",""
"2021-02-24","4618","","","","","","","","","","","","","","","","","","",""
"2021-02-25","4686","","","","","","","","","","","","","","","","","","",""
"2021-02-26","4677","18.74","0","0","0","64.56","69.91","456.17","58.69","318.92","179","23786","305","1560","102.92","","1736.8","514.84","1735.57",""
"2021-02-28","","","","","","","","","","","","","","","","","","","","920"
"2021-03-01","4639","","","","","","","","","","","","","","","","","","",""
"2021-03-02","4732","","","","","","","","","","","","","","","","","","",""
"2021-03-03","4842","","","","","","","","","","","","","","","","","","",""
"2021-03-04","4849","","","","","","","","","","","","","","","","","","",""
"2021-03-05","4696","10.93","2.1","2.19","0.31","64.56","74.04","456.17","65.9","337.74","201","23786","305","12800","248.49","","1826.05","521.83","1850.49",""
"2021-03-08","4752","","","","","","","","","","","","","","","","","","",""
"2021-03-09","4592","","","","","","","","","","","","","","","","","","",""
"2021-03-10","4589","","","","","","","","","","","","","","","","","","","984"
"2021-03-11","4687","","","","","","","","","","","","","","","","","","",""
"2021-03-12","4729","10.93","2.1","2.19","0.31","64.56","76.47","456.17","66.56","348.81","203","23786","305","16500","343.1","","1831.76","529.62","1845.74",""
"2021-03-15","4787","","","","","","","","","","","","","","","","","","",""
"2021-03-16","4701","","","","","","","","","","","","","","","","","","",""
"2021-03-17","4785","","","","","","","","","","","","","","","","","","",""
"2021-03-18","4759","","","","","","","","","","","","","","","","","","",""
"2021-03-19","4746","21.86","4.2","4.38","0.63","64.56","75.96","456.17","68.52","346.49","209","23786","305","18700","382.35","","1795.9","515.01","1796.6",""
"2021-03-20","","","","","","","","","","","","","","","","","","","","964"
"2021-03-22","4763","","","","","","","","","","","","","","","","","","",""
"2021-03-23","4715","","","","","","","","","","","","","","","","","","",""
"2021-03-24","4816","","","","","","","","","","","","","","","","","","",""
"2021-03-25","4795","","","","","","","","","","","","","","","","","","",""
"2021-03-26","4934","41.38","7.95","8.28","1.18","64.56","77.07","456.17","68.52","351.58","209","23786","305","22500","421.19","","1726.29","496.85","1716.88",""
"2021-03-29","4971","","","","","","","","","","","","","","","","","","",""
"2021-03-30","4964","","","","","","","","","","","","","","","","","","",""
"2021-03-31","4935","","","","","","","","","","","","","","","2303.24","","","","908"
"2021-04-01","5003","","","","","","","","","","","","","","","","","","",""
"2021-04-02","5157","36.18","6.95","7.24","1.03","64.56","77.4","456.17","68.85","353.05","210","23786","305","25300","450.77","","1628.57","458.14","1634.69",""
"2021-04-06","5180","","","","","","","","","","","","","","","","","","",""
"2021-04-07","5117","","","","","","","","","","","","","","","","","","",""
"2021-04-08","5115","","","","","","","","","","","","","","","","","","",""
"2021-04-09","5068","41.38","7.95","8.28","1.18","64.56","78.23","456.17","67.54","356.86","206","23786","305","21200","455.12","","1530.31","415.55","1558.15",""
"2021-04-10","","","","","","","","","","","","","","","","","","","","844"
"2021-04-12","4985","","","","","","","","","","","","","","","","","","",""
"2021-04-13","5116","","","","","","","","","","","","","","","","","","",""
"2021-04-14","5116","","","","","","","","","","","","","","","","","","",""
"2021-04-15","5107","","","","","","","","","","","","","","","","","","",""
"2021-04-16","5116","41.38","7.95","8.28","1.18","64.56","78.53","456.17","68.52","358.24","209","23786","305","24700","453.58","","1434.97","399.96","1453.25",""
"2021-04-19","5082","","","","","","","","","","","","","","","","","","",""
"2021-04-20","5165","","","","","","","","","","","","","","","","","","","774"
"2021-04-21","5188","","","","","","","","","","","","","","","","","","",""
"2021-04-22","5208","","","","","","","","","","","","","","","","","","",""
"2021-04-23","5299","41.38","7.95","8.28","1.18","64.56","79.11","456.17","69.84","360.85","213","23786","305","25200","429.62","","1366.2","380.21","1380.22",""
"2021-04-26","5371","","","","","","","","","","","","","","","","","","",""
"2021-04-27","5411","","","","","","","","","","","","","","","","","","",""
"2021-04-28","5358","","","","","","","","","","","","","","","","","","",""
