date,close,锌精矿：产量：中国（月）,锌精矿：产能利用率：中国（月）,锌精矿：港口库存：中国（周）,锌精矿：原料：库存天数：中国（周）,电解锌：产量：中国（月）,电解锌：产能利用率：中国（月）,锌锭：产量：中国（月）,有色冶炼企业：锌锭：产能利用率：中国（月）,镀锌管：锌锭消费量：中国（月）,镀锌板（带）：锌锭消费量：中国（月）,锌锭：表观消费量：中国（月）,锌：出口数量合计：中国（月）,锌：进口数量合计：中国（月）,锌锭：现货库存：中国（日）,锌：成品库存：中国（周）,锌：库存：中国（月）,锌：库存预估：中国（月）,镀锌板（带）：库存：中国（月）,镀锌板（带）：库存预估：中国（月）,SHFE：锌：期货库存（日）,SHFE：锌：交割库库存（周）,SHFE：锌：可用库容量（周）,锌合金企业：开工率：中国（月）,锌合金：产量：中国（月）,镀锌板卷：钢铁企业：产量：中国（周）,镀锌板卷：钢铁企业：产能利用率（周）,镀锌板卷：钢铁企业：产线条数（周）,镀锌板卷：钢铁企业：调研样本数（周）,镀锌板卷：钢铁企业：检修产线条数（周）,镀锌板卷：钢铁企业：开工率（周）,镀锌板（带）：产量：中国（月）,镀锌板（带）：产能利用率：中国（月）,镀锌板卷：库存：中国（周）,镀锌板卷：钢铁企业：厂内库存（周）,镀锌管：产量：中国（月）,镀锌管：产能利用率：中国（月）,镀锌管：库存：中国（月）,氧化锌企业：开工率：中国（月）
"2020-05-27","16075","","","","","","","","","","","","","","","","","","","","45438","","","","","","","","","","","","","","","","","",""
"2020-05-28","16180","","","","","","","","","","","","","","","","","","","","44510","","","","","","","","","","","","","","","","","",""
"2020-05-29","16400","","","19.8","19","","","","","","","","","","21.06","12","","","","","43858","107445","466142","","","78.11","64.94","266","130","57","78.57","","","190.18","65.26","","","",""
"2020-05-31","","34.61","96.11","","","49.91","82.94","40.02","81.49","3.03","8.53","58.35","4573.278","63576.039","","","4.49","6.6","65.08","95.71","","","","37.6","10.14","","","","","","","509.56","66.36","","","280.86","62.08","105.99","45.61"
"2020-06-01","16515","","","","","","","","","","","","","","21.15","","","","","","43707","","","","","","","","","","","","","","","","","",""
"2020-06-02","16620","","","","","","","","","","","","","","","","","","","","43355","","","","","","","","","","","","","","","","","",""
"2020-06-03","16590","","","","","","","","","","","","","","","","","","","","42857","","","","","","","","","","","","","","","","","",""
"2020-06-04","16530","","","","","","","","","","","","","","","","","","","","42581","","","","","","","","","","","","","","","","","",""
"2020-06-05","16635","","","17","20","","","","","","","","","","20.68","12","","","","","42302","106648","467698","","","78.05","64.89","266","130","53","80.08","","","190.16","64.72","","","",""
"2020-06-08","16505","","","","","","","","","","","","","","21.13","","","","","","42221","","","","","","","","","","","","","","","","","",""
"2020-06-09","16505","","","","","","","","","","","","","","","","","","","","41691","","","","","","","","","","","","","","","","","",""
"2020-06-10","16420","","","","","","","","","","","","","","","","","","","","41112","","","","","","","","","","","","","","","","","",""
"2020-06-11","16395","","","","","","","","","","","","","","20.59","","","","","","41109","","","","","","","","","","","","","","","","","",""
"2020-06-12","16455","","","15.3","","","","","","","","","","","","8","","","","","41133","102253","468867","","","77.54","64.46","266","130","54","79.7","","","189.45","63.23","","","",""
"2020-06-15","16285","","","","","","","","","","","","","","19.66","","","","","","41984","","","","","","","","","","","","","","","","","",""
"2020-06-16","16540","","","","","","","","","","","","","","","","","","","","41807","","","","","","","","","","","","","","","","","",""
"2020-06-17","16750","","","","","","","","","","","","","","","","","","","","40148","","","","","","","","","","","","","","","","","",""
"2020-06-18","16720","","","","","","","","","","","","","","19.51","","","","","","39649","","","","","","","","","","","","","","","","","",""
"2020-06-19","16985","","","14.5","21","","","","","","","","","","","8","","","","","39246","96796","470754","","","79.38","65.99","266","130","48","81.95","","","186.86","62.9","","","",""
"2020-06-22","16825","","","","","","","","","","","","","","19.68","","","","","","37400","","","","","","","","","","","","","","","","","",""
"2020-06-23","16790","","","","","","","","","","","","","","","","","","","","37375","","","","","","","","","","","","","","","","","",""
"2020-06-24","16740","","","","","","","","","","","","","","19.65","","","","","","37250","","","","","","","","","","","","","","","","","",""
"2020-06-26","","","","13.2","22","","","","","","","","","","","7","","","","","","97705","472750","","","79.77","66.32","266","130","48","81.95","","","185.24","62.21","","","",""
"2020-06-29","16625","","","","","","","","","","","","","","19.78","","","","","","37225","","","","","","","","","","","","","","","","","",""
"2020-06-30","16835","36.45","96.11","","","48.99","79.07","37.17","75.68","2.95","8.92","62.01","4134.414","88878.679","","","4.25","6.25","61.82","90.91","37099","","","35.6","10.06","","","","","","","519.05","67.59","","","277.33","59.59","104.75","45.45"
"2020-07-01","16685","","","","","","","","","","","","","","","","","","","","37272","","","","","","","","","","","","","","","","","",""
"2020-07-02","16775","","","","","","","","","","","","","","19.48","","","","","","37146","","","","","","","","","","","","","","","","","",""
"2020-07-03","16745","","","13","24","","","","","","","","","","","7","","","","","37146","95809","472854","","","80.35","66.8","266","130","49","81.58","","","185.6","62.03","","","",""
"2020-07-06","16820","","","","","","","","","","","","","","19.44","","","","","","37121","","","","","","","","","","","","","","","","","",""
"2020-07-07","16705","","","","","","","","","","","","","","","","","","","","36970","","","","","","","","","","","","","","","","","",""
"2020-07-08","17090","","","","","","","","","","","","","","","","","","","","36920","","","","","","","","","","","","","","","","","",""
"2020-07-09","17540","","","","","","","","","","","","","","18.97","","","","","","36845","","","","","","","","","","","","","","","","","",""
"2020-07-10","17555","","","12.7","24","","","","","","","","","","","7","","","","","36696","91307","473304","","","80.11","66.6","266","130","57","78.57","","","183.02","60.95","","","",""
"2020-07-13","18030","","","","","","","","","","","","","","18.85","","","","","","36696","","","","","","","","","","","","","","","","","",""
"2020-07-14","17945","","","","","","","","","","","","","","","","","","","","36746","","","","","","","","","","","","","","","","","",""
"2020-07-15","17880","","","","","","","","","","","","","","","","","","","","39824","","","","","","","","","","","","","","","","","",""
"2020-07-16","17730","","","","","","","","","","","","","","18.3","","","","","","39574","","","","","","","","","","","","","","","","","",""
"2020-07-17","17875","","","15","24","","","","","","","","","","","7","","","","","38895","93637","471105","","","82.15","68.3","266","130","51","80.83","","","181.47","60.4","","","",""
"2020-07-20","17685","","","","","","","","","","","","","","17.71","","","","","","38365","","","","","","","","","","","","","","","","","",""
"2020-07-21","17870","","","","","","","","","","","","","","","","","","","","38089","","","","","","","","","","","","","","","","","",""
"2020-07-22","18025","","","","","","","","","","","","","","","","","","","","37586","","","","","","","","","","","","","","","","","",""
"2020-07-23","18065","","","","","","","","","","","","","","17.13","","","","","","37461","","","","","","","","","","","","","","","","","",""
"2020-07-24","17910","","","16.5","27","","","","","","","","","","","6","","","","","37285","89188","472715","","","82.34","68.45","266","130","51","80.83","","","176.98","59.97","","","",""
"2020-07-27","18130","","","","","","","","","","","","","","16.96","","","","","","37235","","","","","","","","","","","","","","","","","",""
"2020-07-28","17980","","","","","","","","","","","","","","","","","","","","36580","","","","","","","","","","","","","","","","","",""
"2020-07-29","18695","","","","","","","","","","","","","","","","","","","","35357","","","","","","","","","","","","","","","","","",""
"2020-07-30","18745","","","","","","","","","","","","","","16.81","","","","","","35303","","","","","","","","","","","","","","","","","",""
"2020-07-31","19080","36.5","96.11","13","27","51.87","84.67","39.81","81.08","3.24","9.81","59.98","4063.589","69303.665","","7","4.73","6.96","59.92","88.12","35631","88347","474369","36.2","10.52","83.32","69.27","266","130","51","80.83","543.92","70.83","176.64","60.08","276.93","59.51","107.82","48.92"
"2020-08-03","18790","","","","","","","","","","","","","","17.17","","","","","","36031","","","","","","","","","","","","","","","","","",""
"2020-08-04","18870","","","","","","","","","","","","","","","","","","","","36006","","","","","","","","","","","","","","","","","",""
"2020-08-05","18850","","","","","","","","","","","","","","","","","","","","35982","","","","","","","","","","","","","","","","","",""
"2020-08-06","19365","","","","","","","","","","","","","","16.44","","","","","","34430","","","","","","","","","","","","","","","","","",""
"2020-08-07","19430","","","10.3","27","","","","","","","","","","","7","","","","","34279","84499","475721","","","83.66","69.55","266","130","50","81.2","","","176.87","59.43","","","",""
"2020-08-10","19220","","","","","","","","","","","","","","15.35","","","","","","33094","","","","","","","","","","","","","","","","","",""
"2020-08-11","19285","","","","","","","","","","","","","","","","","","","","31205","","","","","","","","","","","","","","","","","",""
"2020-08-12","19370","","","","","","","","","","","","","","","","","","","","32954","","","","","","","","","","","","","","","","","",""
"2020-08-13","19390","","","","","","","","","","","","","","15.02","","","","","","34904","","","","","","","","","","","","","","","","","",""
"2020-08-14","19455","","","15.9","27","","","","","","","","","","","8","","","","","35511","76512","474489","","","83.08","69.06","266","130","51","80.83","","","176.24","59.48","","","",""
"2020-08-17","19790","","","","","","","","","","","","","","14.92","","","","","","36436","","","","","","","","","","","","","","","","","",""
"2020-08-18","19900","","","","","","","","","","","","","","","","","","","","36660","","","","","","","","","","","","","","","","","",""
"2020-08-19","20175","","","","","","","","","","","","","","","","","","","","36460","","","","","","","","","","","","","","","","","",""
"2020-08-20","20095","","","","","","","","","","","","","","14.43","","","","","","36460","","","","","","","","","","","","","","","","","",""
"2020-08-21","20060","","","15.6","26","","","","","","","","","","","8","","","","","36081","77629","473919","","","83.01","69.01","266","130","52","80.45","","","175.67","58.36","","","",""
"2020-08-24","19845","","","","","","","","","","","","","","14.81","","","","","","35327","","","","","","","","","","","","","","","","","",""
"2020-08-25","19840","","","","","","","","","","","","","","","","","","","","34551","","","","","","","","","","","","","","","","","",""
"2020-08-26","19810","","","","","","","","","","","","","","","","","","","","31147","","","","","","","","","","","","","","","","","",""
"2020-08-27","19850","","","","","","","","","","","","","","14.73","","","","","","29334","","","","","","","","","","","","","","","","","",""
"2020-08-28","20060","","","22","27","","","","","","","","","","","8","","","","","29706","75010","480294","","","83.55","69.46","266","130","50","81.2","","","174.95","58.15","","","",""
"2020-08-31","19905","36.72","96.7","","","54.54","89.12","41.62","84.76","3.59","10.01","63.61","3942.983","74857.939","15.34","","4.93","7.25","56.97","83.78","29605","","","43.62","12.68","","","","","","","546.51","71.17","","","283.01","62.33","106.6","50.05"
"2020-09-01","20450","","","","","","","","","","","","","","","","","","","","28303","","","","","","","","","","","","","","","","","",""
